,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,-9999
412,Fred Schaus,1954,1954,1,44,1243,136,352,,,115,145,,217,88,,,,141,387,.386,,.793,28.3,8.8,4.9,2.0,schaufr01
413,Ossie Schectman,1947,1947,1,54,,162,588,,,111,179,,,109,,,,115,435,.276,,.620,,8.1,,2.0,schecos01
414,Herb Scherer,1952,1952,1,12,167,19,65,,,9,14,,26,6,,,,25,47,.292,,.643,13.9,3.9,2.2,0.5,scherhe01
415,Dennis Scott,1999,1999,1,15,206,17,56,8,29,1,4,3,20,8,3,1,5,17,43,.304,.276,.250,13.7,2.9,1.3,0.5,scottde01
416,Carey Scurry,1988,1988,1,4,8,1,2,0,0,0,0,1,3,1,2,1,2,3,2,.500,,,2.0,0.5,0.8,0.3,scurrca01
417,Kenny Sears,1956,1963,7,424,13622,2299,5088,,,2256,2736,,3909,746,,,,1300,6854,.452,,.825,32.1,16.2,9.2,1.8,searske01
418,Wayne Selden,2022,2022,1,3,19,1,4,1,2,2,4,0,1,1,0,0,0,1,5,.250,.500,.500,6.3,1.7,0.3,0.3,seldewa01
419,Frank Selvy,1959,1959,1,68,1448,233,605,,,201,262,,248,96,,,,113,667,.385,,.767,21.3,9.8,3.6,1.4,selvyfr01
420,Mouhamed Sene,2009,2009,1,1,6,1,2,0,0,1,1,2,5,0,0,1,1,0,3,.500,,1.000,6.0,3.0,5.0,0.0,senesa01
421,Kevin Séraphin,2016,2016,1,48,526,84,205,0,2,19,23,31,126,47,8,36,43,67,187,.410,.000,.826,11.0,3.9,2.6,1.0,serapke01
422,Ramon Sessions,2018,2018,1,13,167,17,53,2,11,12,15,1,18,27,7,1,15,14,48,.321,.182,.800,12.8,3.7,1.4,2.1,sessira01
423,Ron Shavlik,1957,1958,2,8,74,4,23,,,2,5,,23,0,,,,12,10,.174,,.400,9.3,1.3,2.9,0.0,shavlro01
424,Lonnie Shelton,1977,1978,2,164,4423,906,1824,,,362,501,424,1213,344,234,210,228,713,2174,.497,,.723,27.0,13.3,7.4,2.1,sheltlo01
425,Ed Sherod,1983,1983,1,64,1624,171,421,1,13,52,80,43,149,311,96,14,104,112,395,.406,.077,.650,25.4,6.2,2.3,4.9,sheroed01
426,Gene Short,1976,1976,1,27,185,26,80,,,19,30,17,41,8,8,3,,31,71,.325,,.633,6.9,2.6,1.5,0.3,shortge01
427,Dick Shrider,1949,1949,1,4,,0,0,,,1,3,,,2,,,,2,1,,,.333,,0.3,,0.5,shriddi01
428,Gene Shue,1955,1963,3,206,4920,691,1793,,,443,611,,547,516,,,,342,1825,.385,,.725,23.9,8.9,2.7,2.5,shuege01
429,Iman Shumpert,2012,2015,4,202,5288,594,1508,198,578,201,264,176,711,446,266,31,269,548,1587,.394,.343,.761,26.2,7.9,3.5,2.2,shumpim01
430,Alexey Shved,2015,2015,1,16,423,73,181,26,70,64,82,14,73,57,15,5,25,25,236,.403,.371,.780,26.4,14.8,4.6,3.6,shvedal01
431,Connie Simmons,1950,1954,5,329,5271,1192,3292,,,978,1406,,1839,595,,,,1125,3362,.362,,.696,26.0,10.2,6.8,1.8,simmoco01
432,Courtney Sims,2009,2009,1,1,11,3,6,0,0,0,0,2,4,0,0,0,0,1,6,.500,,,11.0,6.0,4.0,0.0,simsco01
433,Jericho Sims,2022,2023,2,93,1367,122,161,0,1,24,45,160,411,46,26,50,47,162,268,.758,.000,.533,14.7,2.9,4.4,0.5,simsje01
434,McKinley Singleton,1987,1987,1,2,10,2,3,0,1,0,0,0,0,1,0,0,0,1,4,.667,.000,,5.0,2.0,0.0,0.5,singlmc01
435,Bill Smith,1962,1962,1,9,83,8,33,,,7,8,,16,7,,,,6,23,.242,,.875,9.2,2.6,1.8,0.8,smithbi01
436,Charles Smith,1993,1996,4,241,6317,1000,2202,17,64,702,913,439,1081,341,141,287,427,808,2719,.454,.266,.769,26.2,11.3,4.5,1.4,smithch01
437,Chris Smith,2014,2014,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,smithch05
438,Dennis Smith Jr.,2019,2021,3,58,1165,195,514,40,141,74,133,35,138,215,58,17,113,116,504,.379,.284,.556,20.1,8.7,2.4,3.7,smithde03
439,Ed Smith,1954,1954,1,12,127,14,49,,,7,13,,32,10,,,,17,35,.286,,.538,10.6,2.9,2.7,0.8,smithed01
440,J.R. Smith,2012,2015,4,213,6685,1189,2860,443,1199,393,543,132,915,602,237,54,333,553,3214,.416,.369,.724,31.4,15.1,4.3,2.8,smithjr01
441,Jason Smith,2015,2015,1,82,1785,257,592,15,42,127,153,98,324,140,32,44,104,205,656,.434,.357,.830,21.8,8.0,4.0,1.7,smithja02
442,Randy Smith,1982,1982,1,82,2033,348,748,3,11,122,151,53,155,255,91,1,124,199,821,.465,.273,.808,24.8,10.0,1.9,3.1,smithra01
443,Joe Smyth,1954,1954,1,8,59,5,15,,,5,9,,10,2,,,,8,15,.333,,.556,7.4,1.9,1.3,0.3,smythjo01
444,Ron Sobie,1957,1960,4,191,3855,563,1485,,,491,607,,789,351,,,,417,1617,.379,,.809,20.2,8.5,4.1,1.8,sobiero01
445,Guy Sparrow,1958,1959,2,116,2268,414,1146,,,222,355,,648,114,,,,347,1050,.361,,.625,19.6,9.1,5.6,1.0,sparrgu01
446,Rory Sparrow,1983,1988,6,347,9955,1417,3030,35,140,465,574,188,734,2164,374,41,731,872,3334,.468,.250,.810,28.7,9.6,2.1,6.2,sparrro01
447,Felton Spencer,2001,2002,2,50,361,18,46,0,0,32,58,32,85,5,9,10,23,97,68,.391,,.552,7.2,1.4,1.7,0.1,spencfe01
448,Art Spoelstra,1958,1958,1,17,207,20,66,,,27,37,,51,6,,,,42,67,.303,,.730,12.2,3.9,3.0,0.4,spoelar01
449,Latrell Sprewell,1999,2003,5,351,13711,2334,5588,385,1102,1231,1503,243,1435,1337,457,88,918,703,6284,.418,.349,.819,39.1,17.9,4.1,3.8,sprewla01
450,Dave Stallworth,1966,1975,6,340,7004,1325,2984,,,846,1186,6,1694,602,3,3,,873,3496,.444,,.713,20.6,10.3,5.0,1.8,stallda01
451,John Starks,1991,1998,8,602,17271,3043,7199,982,2848,1421,1848,315,1602,2394,711,84,1198,1677,8489,.423,.345,.769,28.7,14.1,2.7,4.0,starkjo01
452,Sam Stith,1962,1962,1,32,440,59,162,,,23,38,,51,60,,,,55,141,.364,,.605,13.8,4.4,1.6,1.9,stithsa01
453,Tom Stith,1963,1963,1,25,209,37,110,,,3,10,,39,18,,,,23,77,.336,,.300,8.4,3.1,1.6,0.7,stithto01
454,Amar'e Stoudemire,2011,2015,5,255,7426,1694,3272,15,47,1008,1300,559,1713,338,162,287,566,771,4411,.518,.319,.775,29.1,17.3,6.7,1.3,stoudam01
455,Erick Strickland,2001,2001,1,28,421,40,131,16,47,24,28,9,52,29,22,1,21,46,120,.305,.340,.857,15.0,4.3,1.9,1.0,stricer01
456,Rod Strickland,1989,1990,2,132,2377,435,953,25,80,255,361,94,286,538,168,11,233,213,1150,.456,.313,.706,18.0,8.7,2.2,4.1,stricro02
457,Stan Stutz,1947,1948,2,107,,281,1142,,,246,305,,,106,,,,248,808,.246,,.807,,7.6,,1.0,stutzst01
458,Bruno Šundov,2004,2005,2,22,77,12,38,1,3,2,2,6,13,3,2,2,6,18,27,.316,.333,1.000,3.5,1.2,0.6,0.1,sundobr01
459,Dick Surhoff,1953,1953,1,26,187,13,61,,,19,30,,25,9,,,,36,45,.213,,.633,7.2,1.7,1.0,0.3,surhodi01
460,Mike Sweetney,2004,2005,2,119,2003,306,586,0,2,218,293,237,575,58,45,40,140,281,830,.522,.000,.744,16.8,7.0,4.8,0.5,sweetmi01
461,Sid Tanenbaum,1948,1949,2,56,,186,699,,,127,151,,,108,,,,86,499,.266,,.841,,8.9,,1.9,tanensi01
462,Maurice Taylor,2005,2006,2,94,1641,258,543,0,2,82,126,91,322,67,32,22,134,234,598,.475,.000,.651,17.5,6.4,3.4,0.7,tayloma01
463,Vince Taylor,1983,1983,1,31,321,37,102,0,0,21,32,19,36,41,20,2,30,54,95,.363,,.656,10.4,3.1,1.2,1.3,taylovi01
464,Kurt Thomas,1999,2013,8,569,16421,2575,5296,8,24,869,1119,1111,4272,779,445,479,807,2069,6027,.486,.333,.777,28.9,10.6,7.5,1.4,thomaku01
465,Lance Thomas,2015,2019,5,264,5457,583,1406,161,418,265,325,168,685,208,116,41,203,474,1592,.415,.385,.815,20.7,6.0,2.6,0.8,thomala01
466,Tim Thomas,2004,2009,3,131,3459,571,1279,164,398,268,336,91,465,190,87,32,202,382,1574,.446,.412,.798,26.4,12.0,3.5,1.5,thomati01
467,Brooks Thompson,1998,1998,1,17,121,13,29,4,14,3,5,0,10,24,6,1,11,16,33,.448,.286,.600,7.1,1.9,0.6,1.4,thompbr01
468,Bob Thornton,1986,1988,3,111,1690,160,360,0,1,104,190,136,359,55,36,10,115,280,424,.444,.000,.547,15.2,3.8,3.2,0.5,thornbo01
469,Ray Tolbert,1988,1988,1,11,177,19,41,0,0,9,17,14,35,5,5,2,10,25,47,.463,,.529,16.1,4.3,3.2,0.5,tolbera01
470,Sedric Toney,1988,1988,1,21,139,21,48,5,14,10,11,3,8,24,9,1,12,20,57,.438,.357,.909,6.6,2.7,0.4,1.1,toneyse01
471,Obi Toppin,2021,2023,3,201,2963,542,1101,163,501,151,197,124,593,172,65,60,117,225,1398,.492,.325,.766,14.7,7.0,3.0,0.9,toppiob01
472,Allonzo Trier,2019,2020,2,88,1750,283,624,71,185,213,266,37,226,147,31,18,138,146,850,.454,.384,.801,19.9,9.7,2.6,1.7,trieral01
473,Cezary Trybański,2004,2004,1,3,5,0,2,0,0,1,2,0,0,0,1,0,0,2,1,.000,,.500,1.7,0.3,0.0,0.0,trybace01
474,Trent Tucker,1983,1991,9,663,14347,2391,5208,504,1231,439,585,488,1412,1423,634,79,561,1490,5725,.459,.409,.750,21.6,8.6,2.1,2.1,tucketr01
475,Ronny Turiaf,2011,2011,1,64,1141,103,163,0,0,61,98,64,207,92,35,73,41,160,267,.632,,.622,17.8,4.2,3.2,1.4,turiaro01
476,Mirsad Türkcan,2000,2000,1,7,25,2,10,0,2,0,0,2,10,1,2,0,1,4,4,.200,.000,,3.6,0.6,1.4,0.1,turkcmi01
477,Jack Turner,1955,1955,1,65,922,111,308,,,60,76,,154,77,,,,76,282,.360,,.789,14.2,4.3,2.4,1.2,turneja01
478,Jeremy Tyler,2014,2014,1,41,398,60,116,0,0,26,48,38,109,8,6,20,26,70,146,.517,,.542,9.7,3.6,2.7,0.2,tylerje01
479,Charlie Tyra,1958,1961,4,270,6205,1020,2597,,,532,776,,1957,229,,,,777,2572,.393,,.686,23.0,9.5,7.2,0.8,tyrach01
480,Ime Udoka,2006,2006,1,8,114,9,24,1,3,3,6,3,17,6,1,0,2,8,22,.375,.333,.500,14.3,2.8,2.1,0.8,udokaim01
481,Beno Udrih,2014,2014,1,31,588,68,160,17,40,20,24,10,57,110,22,3,42,46,173,.425,.425,.833,19.0,5.6,1.8,3.5,udrihbe01
482,Dick Van Arsdale,1966,1968,3,236,7529,1085,2476,,,849,1199,,1355,661,,,,724,3019,.438,,.708,31.9,12.8,5.7,2.8,vanardi01
483,Butch van Breda Kolff,1947,1950,4,175,,242,794,,,342,511,,,256,,,,350,826,.305,,.669,,4.7,,1.5,vanbrbu01
484,Keith Van Horn,2004,2004,1,47,1574,273,613,60,161,163,199,98,343,83,52,18,119,151,769,.445,.373,.819,33.5,16.4,7.3,1.8,vanhoke01
485,Ernie Vandeweghe,1950,1956,6,224,3600,818,1942,,,499,674,,834,548,,,,753,2135,.421,,.740,26.1,9.5,4.6,2.4,vandeer01
486,Kiki Vandeweghe,1989,1992,4,191,4441,845,1750,90,236,419,473,139,357,243,84,28,184,275,2199,.483,.381,.886,23.3,11.5,1.9,1.3,vandeki01
487,Noah Vonleh,2019,2019,1,68,1722,207,440,46,137,111,156,113,528,129,46,51,88,174,571,.470,.336,.712,25.3,8.4,7.8,1.9,vonleno01
488,Sasha Vujačić,2016,2017,2,103,1316,148,413,75,217,49,63,38,208,136,47,7,60,121,420,.358,.346,.778,12.8,4.1,2.0,1.3,vujacsa01
489,Neal Walk,1975,1977,3,123,1749,337,779,,,107,131,121,493,147,37,28,,286,781,.433,,.817,14.2,6.3,4.0,1.2,walkne01
490,Darrell Walker,1984,1986,3,245,5836,970,2260,4,42,641,887,302,665,1029,440,72,590,662,2585,.429,.095,.723,23.8,10.6,2.7,4.2,walkeda01
491,Henry Walker,2010,2012,3,120,2143,289,633,145,382,85,111,40,285,108,63,16,98,244,808,.457,.380,.766,17.9,6.7,2.4,0.9,walkebi01
492,Kemba Walker,2022,2022,1,37,948,149,370,73,199,60,71,14,111,131,26,7,48,37,431,.403,.367,.845,25.6,11.6,3.0,3.5,walkeke02
493,Kenny Walker,1987,1991,5,351,7387,1090,2240,7,31,533,703,605,1457,259,204,235,292,986,2720,.487,.226,.758,21.0,7.7,4.2,0.7,walkeke01
494,John Wallace,1997,2000,2,128,1585,277,568,2,7,161,212,93,290,59,31,39,139,205,717,.488,.286,.759,12.4,5.6,2.3,0.5,wallajo01
495,Rasheed Wallace,2013,2013,1,21,296,55,142,22,69,14,20,11,83,6,13,15,10,40,146,.387,.319,.700,14.1,7.0,4.0,0.3,wallara01
496,Charlie Ward,1995,2004,10,580,13295,1331,3221,598,1635,493,640,234,1561,2451,744,125,993,1221,3753,.413,.366,.770,22.9,6.5,2.7,4.2,wardch01
497,John Warren,1970,1970,1,44,272,44,108,,,24,35,,40,30,,,,53,112,.407,,.686,6.2,2.5,0.9,0.7,warrejo01
498,Travis Wear,2015,2015,1,51,672,84,209,11,30,20,26,31,106,40,15,11,35,55,199,.402,.367,.769,13.2,3.9,2.1,0.8,weartr01
499,Clarence Weatherspoon,2002,2004,3,150,3968,393,906,0,0,283,359,377,1109,141,114,86,119,325,1069,.434,,.788,26.5,7.1,7.4,0.9,weathcl01
500,Jake Weber,1947,1947,1,11,,7,24,,,6,8,,,1,,,,20,20,.292,,.750,,1.8,,0.1,weberja01
501,Marvin Webster,1979,1984,6,402,8678,940,1953,1,5,546,908,894,2499,454,145,542,570,1017,2427,.481,,.601,21.6,6.0,6.2,1.1,webstma01
502,Paul Westphal,1982,1983,2,98,2429,404,887,16,56,184,231,28,137,539,106,24,243,241,1008,.455,.286,.797,24.8,10.3,1.4,5.5,westppa01
503,James White,2013,2013,1,57,435,50,116,14,41,11,19,5,48,29,13,4,17,44,125,.431,.341,.579,7.6,2.2,0.8,0.5,whiteja02
504,Tony White,1988,1988,1,12,117,17,46,0,1,9,13,1,3,10,1,0,13,14,43,.370,.000,.692,9.8,3.6,0.3,0.8,whiteto01
505,Chris Wilcox,2009,2009,1,25,330,54,102,0,1,27,53,31,82,14,8,5,20,48,135,.529,.000,.509,13.2,5.4,3.3,0.6,wilcoch01
506,Eddie Lee Wilkins,1985,1991,5,296,3595,541,1170,0,7,294,528,386,962,60,75,59,271,575,1376,.462,.000,.557,12.1,4.6,3.3,0.2,wilkied01
507,Gerald Wilkins,1986,1992,7,555,17017,3406,7385,209,676,1237,1685,698,1800,1939,614,132,1220,1233,8258,.461,.309,.734,30.7,14.9,3.2,3.5,wilkige01
508,Buck Williams,1997,1998,2,115,2234,250,475,0,1,167,250,244,580,74,57,53,117,297,667,.526,.000,.668,19.4,5.8,5.0,0.6,willibu01
509,Derrick Williams,2016,2016,1,80,1435,254,565,44,150,194,256,47,296,75,29,9,61,69,746,.450,.293,.758,17.9,9.3,3.7,0.9,willide02
510,Frank Williams,2003,2004,2,77,881,89,241,24,76,45,54,11,71,155,32,8,80,78,247,.369,.316,.833,11.4,3.2,0.9,2.0,willifr02
511,Herb Williams,1993,1999,7,278,3024,356,829,1,6,83,134,155,608,110,75,163,135,423,796,.429,.167,.619,10.9,2.9,2.2,0.4,willihe01
512,Jerome Williams,2005,2005,1,79,1211,122,243,0,5,115,172,115,283,41,55,10,65,155,359,.502,.000,.669,15.3,4.5,3.6,0.5,willije01
513,Milt Williams,1971,1971,1,5,13,1,1,,,2,3,,0,2,,,,3,4,1.000,,.667,2.6,0.8,0.0,0.4,willimi01
514,Monty Williams,1995,1996,2,55,565,67,155,0,8,22,46,51,115,53,22,4,46,96,156,.432,.000,.478,10.3,2.8,2.1,1.0,willimo01
515,Ray Williams,1978,1984,5,399,11474,2601,5604,48,186,1305,1643,527,1500,2260,750,121,1237,1324,6555,.464,,.794,28.8,16.4,3.8,5.7,willira01
516,Shawne Williams,2011,2011,1,64,1323,164,385,85,212,41,49,60,239,47,39,51,46,164,454,.426,.401,.837,20.7,7.1,3.7,0.7,willish03
517,Shelden Williams,2011,2011,1,17,198,21,39,0,0,24,29,19,50,13,5,4,6,34,66,.538,,.828,11.6,3.9,2.9,0.8,willish02
518,Sly Williams,1980,1983,4,252,5438,1116,2250,6,40,550,790,418,1054,491,285,45,437,591,2788,.496,.150,.696,21.6,11.1,4.2,1.9,willisl01
519,Troy Williams,2018,2018,1,17,290,49,100,11,33,19,27,21,59,15,19,4,18,32,128,.490,.333,.704,17.1,7.5,3.5,0.9,willitr02
520,Kennard Winchester,1992,1992,1,15,64,12,27,1,2,8,10,6,15,8,2,2,2,4,33,.444,.500,.800,4.3,2.2,1.0,0.5,winchke01
521,David Wingate,1999,2000,2,27,124,8,25,0,0,0,0,4,10,8,5,2,8,17,16,.320,,,4.6,0.6,0.4,0.3,wingada01
522,Harthorne Wingo,1973,1976,4,212,2814,396,863,,,231,329,281,745,128,74,57,,368,1023,.459,,.702,13.3,4.8,3.5,0.6,wingoha01
523,Qyntel Woods,2006,2006,1,49,1013,129,254,22,60,49,76,44,190,47,32,13,61,96,329,.508,.367,.645,20.7,6.7,3.9,1.0,woodsqy01
524,Mike Woodson,1981,1981,1,81,949,165,373,1,5,49,64,33,97,75,36,12,54,95,380,.442,.200,.766,11.7,4.7,1.2,0.9,woodsmi01
525,Metta World Peace,2014,2014,1,29,388,56,141,17,54,10,16,18,59,17,24,8,19,44,139,.397,.315,.625,13.4,4.8,2.0,0.6,artesro01
526,Brad Wright,1987,1987,1,14,138,20,46,0,1,12,28,25,53,1,3,6,13,20,52,.435,.000,.429,9.9,3.7,3.8,0.1,wrighbr01
527,Max Zaslofsky,1951,1953,3,161,2835,747,2131,,,616,820,,497,347,,,,414,2110,.351,,.751,29.8,13.1,3.1,2.2,zasloma01
