,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,-9999
1,Alaa Abdelnaby,1993,1994,2,76,1311,243,472,0,0,92,125,126,346,20,21,25,101,185,578,.515,,.736,17.3,7.6,4.6,0.3,abdelal01
2,Zaid Abdul-Aziz,1978,1978,1,2,24,3,13,,,2,3,6,15,3,1,1,3,4,8,.231,,.667,12.0,4.0,7.5,1.5,abdulza01
3,Mark Acres,1988,1989,2,141,1783,163,317,1,1,97,159,164,416,61,48,33,77,292,424,.514,1.000,.610,12.6,3.0,3.0,0.4,acresma01
4,Danny Ainge,1982,1989,8,556,15603,2537,5210,348,901,835,963,405,1534,2422,671,58,875,1420,6257,.487,.386,.867,28.1,11.3,2.8,4.4,aingeda01
5,Kadeem Allen,2018,2018,1,18,107,6,22,0,11,7,9,4,11,12,3,2,9,15,19,.273,.000,.778,5.9,1.1,0.6,0.7,allenka01
6,Ray Allen,2008,2012,5,358,12774,2108,4470,798,1949,973,1064,251,1215,981,324,78,575,716,5987,.472,.409,.914,35.7,16.7,3.4,2.7,allenra02
7,Tony Allen,2005,2010,6,336,6194,881,1846,55,187,606,829,260,873,439,351,117,471,744,2423,.477,.294,.731,18.4,7.2,2.6,1.3,allento01
8,Jerome Anderson,1976,1976,1,22,126,25,45,,,11,16,4,13,6,3,3,,25,61,.556,,.688,5.7,2.8,0.6,0.3,anderje01
9,Kenny Anderson,1998,2002,5,241,7268,1059,2433,121,337,478,606,155,715,1250,383,22,401,616,2717,.435,.359,.789,30.2,11.3,3.0,5.2,anderke01
10,Joel Anthony,2014,2014,1,21,149,10,26,0,0,2,6,13,31,2,3,8,2,13,22,.385,,.333,7.1,1.0,1.5,0.1,anthojo01
11,Tiny Archibald,1979,1983,5,363,11324,1567,3338,15,67,1401,1773,170,683,2563,326,41,1045,792,4550,.469,,.790,31.2,12.5,1.9,7.1,architi01
12,Jim Ard,1975,1978,4,204,2550,292,815,,,169,243,233,788,142,43,96,0,366,753,.358,,.695,12.5,3.7,3.9,0.7,ardji01
13,Carlos Arroyo,2011,2011,1,15,190,11,35,3,5,11,12,7,23,25,7,0,17,11,36,.314,.600,.917,12.7,2.4,1.5,1.7,arroyca01
14,Chucky Atkins,2004,2004,1,24,793,104,249,39,111,42,54,3,45,128,26,1,44,42,289,.418,.351,.778,33.0,12.0,1.9,5.3,atkinch01
15,Dennis Awtrey,1979,1979,1,23,247,17,44,,,16,20,13,47,20,3,6,21,37,50,.386,,.800,10.7,2.2,2.0,0.9,awtrede01
16,Chris Babb,2014,2014,1,14,132,8,30,6,27,0,0,4,17,3,6,0,3,13,22,.267,.222,,9.4,1.6,1.2,0.2,babbch01
17,Johnny Bach,1949,1949,1,34,,34,119,,,51,75,,,25,,,,24,119,.286,,.680,,3.5,,0.7,bachjo01
18,John Bagley,1990,1993,3,137,2934,332,749,11,61,102,140,65,257,796,99,8,255,211,777,.443,.180,.729,21.4,5.7,1.9,5.8,baglejo01
19,Vin Baker,2003,2004,2,89,1942,267,540,0,5,154,219,166,408,83,44,53,113,244,688,.494,.000,.703,21.8,7.7,4.6,0.9,bakervi01
20,Marcus Banks,2004,2006,3,180,2799,325,808,54,164,247,324,63,278,362,158,26,227,355,951,.402,.329,.762,15.6,5.3,1.5,2.0,banksma01
21,Leandro Barbosa,2013,2013,1,41,513,83,193,18,47,31,41,8,46,58,17,6,21,51,215,.430,.383,.756,12.5,5.2,1.1,1.4,barbole01
22,Tom Barker,1979,1979,1,12,131,21,48,,,11,15,12,30,6,4,4,13,26,53,.438,,.733,10.9,4.4,2.5,0.5,barketo01
23,Don Barksdale,1954,1955,2,135,3148,423,1114,,,369,563,,890,246,,,,438,1215,.380,,.655,23.3,9.0,6.6,1.8,barksdo01
24,Jim Barnes,1969,1970,2,126,1644,270,636,,,160,220,,544,79,,,,336,700,.425,,.727,13.0,5.6,4.3,0.6,barneji01
25,Marvin Barnes,1979,1979,1,38,796,133,271,,,43,66,57,177,53,38,39,68,144,309,.491,,.652,20.9,8.1,4.7,1.4,barnema01
26,Jim Barnett,1967,1967,1,48,383,78,211,,,42,62,,53,41,,,,61,198,.370,,.677,8.0,4.1,1.1,0.9,barneji02
27,Ernie Barrett,1954,1956,2,131,2092,267,724,,,107,143,,343,229,,,,300,641,.369,,.748,16.0,4.9,2.6,1.7,barreer01
28,Dana Barros,1996,2004,6,307,7028,1136,2477,416,1023,421,485,83,597,1014,250,24,420,420,3109,.459,.407,.868,22.9,10.1,1.9,3.3,barroda01
29,Brandon Bass,2012,2015,4,304,8302,1285,2629,11,40,635,766,524,1658,330,155,221,330,653,3216,.489,.275,.829,27.3,10.6,5.5,1.1,bassbr01
