,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,-9999
159,Alize Johnson,2019,2020,2,31,182,16,45,4,10,11,18,20,67,8,4,5,7,19,47,.356,.400,.611,5.9,1.5,2.2,0.3,johnsal02
160,Anthony Johnson,2004,2006,3,211,5326,637,1470,133,385,266,348,91,477,828,186,45,286,414,1673,.433,.345,.764,25.2,7.9,2.3,3.9,johnsan02
161,Clemon Johnson,1980,1983,4,290,6379,954,1902,0,2,386,617,617,1752,501,203,415,425,774,2294,.502,.000,.626,22.0,7.9,6.0,1.7,johnscl01
162,Eddie Johnson,1996,1997,2,90,1308,239,572,54,156,90,106,48,193,86,25,5,73,137,622,.418,.346,.849,14.5,6.9,2.1,1.0,johnsed03
163,George Johnson,1981,1984,4,265,6020,1122,2427,18,92,502,644,486,1500,541,242,150,581,802,2764,.462,.196,.780,22.7,10.4,5.7,2.0,johnsge03
164,Gus Johnson,1973,1973,1,50,753,132,299,4,21,31,42,85,245,62,,,70,113,299,.441,.190,.738,15.1,6.0,4.9,1.2,johnsgu01
165,James Johnson,2023,2023,1,18,162,22,49,3,15,4,8,4,30,15,7,6,8,32,51,.449,.200,.500,9.0,2.8,1.7,0.8,johnsja01
166,Mickey Johnson,1980,1980,1,82,2647,588,1271,5,32,385,482,258,681,344,153,112,286,291,1566,.463,.156,.799,32.3,19.1,8.3,4.2,johnsmi01
167,Orlando Johnson,2013,2014,2,89,961,105,276,44,135,40,54,27,161,63,17,10,43,74,294,.380,.326,.741,10.8,3.3,1.8,0.7,johnsor01
168,Dahntay Jones,2010,2012,3,186,3533,502,1118,51,148,350,446,75,411,246,83,57,206,426,1405,.449,.345,.785,19.0,7.6,2.2,1.3,jonesda02
169,Fred Jones,2003,2006,4,245,5728,640,1541,179,512,425,520,81,547,528,187,70,300,458,1884,.415,.350,.817,23.4,7.7,2.2,2.2,jonesfr01
170,James Jones,2004,2005,2,81,1356,128,327,67,170,55,64,39,176,57,32,28,43,124,378,.391,.394,.859,16.7,4.7,2.2,0.7,jonesja02
171,Solomon Jones,2010,2011,2,91,1203,127,297,0,4,92,133,96,257,62,26,59,75,219,346,.428,.000,.692,13.2,3.8,2.8,0.7,jonesso01
172,Wil Jones,1977,1977,1,80,2709,438,1019,,,166,223,218,604,189,102,80,,305,1042,.430,,.744,33.9,13.0,7.6,2.4,joneswi02
173,Charles Jordan,1976,1976,1,71,855,162,373,2,10,43,72,94,216,53,33,13,84,184,369,.434,.200,.597,12.0,5.2,3.0,0.7,jordach01
174,Cory Joseph,2018,2019,2,164,4273,482,1152,122,361,100,137,78,542,581,174,40,167,272,1186,.418,.338,.730,26.1,7.2,3.3,3.5,josepco01
175,Kevin Joyce,1974,1975,2,137,3815,701,1677,13,69,206,258,93,255,450,139,31,231,345,1621,.418,.188,.798,27.8,11.8,1.9,3.3,joyceke01
176,Butch Joyner,1969,1969,1,2,5,0,0,0,0,0,0,0,1,0,,,0,1,0,,,,2.5,0.0,0.5,0.0,joynebu01
177,Bill Keller,1970,1976,7,556,13609,2440,5740,506,1495,1202,1378,515,1349,1980,155,11,970,903,6588,.425,.338,.872,24.5,11.8,2.4,3.6,kellebi01
178,Clark Kellogg,1983,1987,5,260,8514,2008,4041,23,68,879,1161,852,2482,764,381,105,731,858,4918,.497,.338,.757,32.7,18.9,9.5,2.9,kellocl01
179,Arvesta Kelly,1972,1972,1,4,41,3,9,0,0,0,0,1,7,2,,,2,10,6,.333,,,10.3,1.5,1.8,0.5,kellyar01
180,Greg Kelser,1985,1985,1,10,114,21,53,0,1,20,28,6,19,13,7,0,12,16,62,.396,.000,.714,11.4,6.2,1.9,1.3,kelsegr01
181,Lari Ketner,2001,2001,1,3,7,0,0,0,0,0,0,0,0,1,0,0,2,0,0,,,,2.3,0.0,0.0,0.3,ketnela01
182,Greg Kite,1995,1995,1,9,61,3,14,0,0,2,10,10,18,1,0,0,5,13,8,.214,,.200,6.8,0.9,2.0,0.1,kitegr01
183,Billy Knight,1975,1983,8,585,17787,4228,8235,29,116,2295,2778,1430,3448,1395,651,119,1270,1197,10780,.513,,.826,30.4,18.4,5.9,2.4,knighbi01
184,Ron Kozlicki,1968,1968,1,37,354,41,121,6,29,21,34,,69,14,,,19,31,109,.339,.207,.618,9.6,2.9,1.9,0.4,kozliro01
185,Bruce Kuczenski,1984,1984,1,5,51,5,17,0,0,4,4,3,9,2,0,0,8,8,14,.294,,1.000,10.2,2.8,1.8,0.4,kuczebr01
186,John Kuester,1980,1980,1,24,100,12,34,0,1,5,7,3,14,16,7,1,5,8,29,.353,.000,.714,4.2,1.2,0.6,0.7,kuestjo01
187,Bo Lamar,1976,1976,1,35,908,229,555,21,78,68,92,37,98,135,36,1,75,46,547,.413,.269,.739,25.9,15.6,2.8,3.9,lamarbo01
188,Jeremy Lamb,2020,2022,3,121,2669,421,983,144,403,230,265,64,425,200,112,59,96,220,1216,.428,.357,.868,22.1,10.0,3.5,1.7,lambje01
189,Jerome Lane,1992,1992,1,3,30,3,5,0,0,0,6,9,18,4,0,0,3,9,6,.600,,.000,10.0,2.0,6.0,1.3,laneje01
190,Ty Lawson,2016,2016,1,13,235,28,67,5,14,3,6,6,31,57,10,1,13,16,64,.418,.357,.500,18.1,4.9,2.4,4.4,lawsoty01
191,T.J. Leaf,2018,2020,3,139,1203,199,405,31,91,36,63,95,278,42,24,27,30,102,465,.491,.341,.571,8.7,3.3,2.0,0.3,leaftj01
192,Jalen Lecque,2021,2021,1,4,12,1,9,0,1,3,3,2,5,2,0,0,0,0,5,.111,.000,1.000,3.0,1.3,1.3,0.5,lecquja01
193,Caris LeVert,2021,2022,2,74,2366,550,1236,123,384,231,292,53,312,346,88,42,151,176,1454,.445,.320,.791,32.0,19.6,4.2,4.7,leverca01
194,Freddie Lewis,1968,1977,8,575,19534,3260,7627,226,810,2511,3080,738,2230,2279,117,13,1361,1730,9257,.427,,.815,34.0,16.1,3.9,4.0,lewisfr02
195,Mike Lewis,1969,1969,1,24,457,75,163,0,2,47,68,78,181,29,,,49,68,197,.460,.000,.691,19.0,8.2,7.5,1.2,lewismi01
196,John Long,1987,1989,3,205,5054,1035,2368,61,164,444,492,163,512,496,209,20,328,399,2575,.437,.372,.902,24.7,12.6,2.5,2.4,longjo01
197,Sidney Lowe,1984,1984,1,78,1238,107,259,2,18,108,139,30,122,269,93,5,106,112,324,.413,.111,.777,15.9,4.2,1.6,3.4,lowesi01
198,Kyle Macy,1987,1987,1,76,1250,164,341,14,46,34,41,25,113,197,59,7,58,136,376,.481,.304,.829,16.4,4.9,1.5,2.6,macyky01
199,Ian Mahinmi,2013,2016,4,289,5532,621,1178,0,3,357,643,465,1431,188,175,259,309,800,1599,.527,.000,.555,19.1,5.5,5.0,0.7,mahinia01
200,Ed Manning,1976,1976,1,12,134,24,60,0,0,12,17,15,37,14,4,2,7,18,60,.400,,.706,11.2,5.0,3.1,1.2,mannied01
201,Rawle Marshall,2007,2007,1,40,361,32,89,4,18,31,45,8,29,13,12,5,19,22,99,.360,.222,.689,9.0,2.5,0.7,0.3,marshra01
202,Bill Martin,1986,1986,1,66,691,143,298,0,8,46,54,42,102,52,21,7,58,108,332,.480,.000,.852,10.5,5.0,1.5,0.8,martibi01
203,Kelan Martin,2021,2022,2,62,766,132,306,46,134,18,23,34,131,38,23,19,30,71,328,.431,.343,.783,12.4,5.3,2.1,0.6,martike03
204,Bennedict Mathurin,2023,2023,1,78,2222,413,951,100,310,376,454,87,318,116,48,13,152,162,1302,.434,.323,.828,28.5,16.7,4.1,1.5,mathube01
205,Wesley Matthews,2019,2019,1,23,725,81,210,48,130,41,48,11,65,55,20,4,31,56,251,.386,.369,.854,31.5,10.9,2.8,2.4,matthwe02
206,Clyde Mayes,1977,1977,1,2,21,3,7,,,1,4,4,7,3,0,2,,5,7,.429,,.250,10.5,3.5,3.5,1.5,mayescl01
207,Dwayne McClain,1986,1986,1,45,461,69,180,1,9,18,35,14,30,67,38,4,40,61,157,.383,.111,.514,10.2,3.5,0.7,1.5,mccladw01
208,George McCloud,1990,1993,4,247,3875,520,1333,146,439,178,234,152,497,503,138,36,296,457,1364,.390,.333,.761,15.7,5.5,2.0,2.0,mccloge01
209,T.J. McConnell,2020,2023,4,242,5300,869,1630,56,157,145,181,158,769,1339,294,54,407,344,1939,.533,.357,.801,21.9,8.0,3.2,5.5,mccontj01
210,Doug McDermott,2019,2021,3,212,4331,828,1634,323,786,194,235,103,504,230,50,19,137,338,2173,.507,.411,.826,20.4,10.3,2.4,1.1,mcderdo01
211,George McGinnis,1972,1982,7,487,15955,3616,7822,82,297,2231,3433,1887,5219,1630,752,158,1917,1792,9545,.462,.276,.650,32.8,19.6,10.7,3.3,mcginge01
212,Dominic McGuire,2013,2013,1,2,12,0,3,0,0,0,2,1,2,1,0,0,0,0,0,.000,,.000,6.0,0.0,1.0,0.5,mcguido01
213,Jerry McKee,1970,1970,1,1,3,0,1,0,0,0,0,0,0,0,,,1,0,0,.000,,,3.0,0.0,0.0,0.0,mckeeje01
214,Kevin McKenna,1984,1984,1,61,923,152,371,3,17,80,98,30,95,114,46,5,62,133,387,.410,.176,.816,15.1,6.3,1.6,1.9,mckenke01
215,Derrick McKey,1994,2001,8,450,12488,1536,3257,91,307,805,1072,627,1961,1210,512,232,779,1292,3968,.472,.296,.751,27.8,8.8,4.4,2.7,mckeyde01
216,Trey McKinney-Jones,2018,2018,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,mckintr01
217,Keith McLeod,2007,2007,1,22,339,32,83,7,22,22,25,1,22,45,7,2,23,30,93,.386,.318,.880,15.4,4.2,1.0,2.0,mcleoke01
218,Josh McRoberts,2009,2011,3,147,2400,322,615,31,93,117,170,175,583,210,76,89,124,280,792,.524,.333,.688,16.3,5.4,4.0,1.4,mcrobjo01
219,Ron Mercer,2002,2003,2,85,1884,269,664,4,21,76,92,38,177,122,51,17,63,145,618,.405,.190,.826,22.2,7.3,2.1,1.4,mercero01
220,C.J. Miles,2015,2017,3,210,5081,869,2108,465,1242,307,378,73,618,186,159,80,183,425,2510,.412,.374,.812,24.2,12.0,2.9,0.9,milescj01
221,Brad Miller,2002,2003,2,101,3142,487,948,6,19,399,487,261,823,244,89,55,159,291,1379,.514,.316,.819,31.1,13.7,8.1,2.4,millebr01
222,Dick Miller,1981,1981,1,5,34,2,6,0,1,0,0,1,4,4,3,0,4,2,4,.333,.000,,6.8,0.8,0.8,0.8,milledi01
223,Jay Miller,1969,1971,3,95,918,182,401,0,1,118,169,88,164,37,,,84,138,482,.454,.000,.698,9.7,5.1,1.7,0.4,milleja01
224,Reggie Miller,1988,2005,18,1389,47619,8241,17499,2560,6486,6237,7026,883,4182,4141,1505,299,2409,2730,25279,.471,.395,.888,34.3,18.2,3.0,3.0,millere01
225,Terry Mills,2001,2001,1,14,113,11,34,3,17,0,0,4,21,5,3,1,10,20,25,.324,.176,,8.1,1.8,1.5,0.4,millste01
226,Sam Mitchell,1993,1995,3,237,3863,556,1202,5,38,358,469,259,681,202,99,39,155,565,1475,.463,.132,.763,16.3,6.2,2.9,0.9,mitchsa01
227,Naz Mitrou-Long,2020,2020,1,5,47,6,17,2,12,0,0,0,7,8,1,1,3,2,14,.353,.167,,9.4,2.8,1.4,1.6,mitrona01
228,Ben Moore,2018,2018,1,2,9,0,0,0,0,0,0,0,1,1,0,0,0,4,0,,,,4.5,0.0,0.5,0.5,moorebe01
229,Guy Morgan,1983,1983,1,8,46,7,24,0,0,1,4,6,17,7,2,0,2,7,15,.292,,.250,5.8,1.9,2.1,0.9,morgagu01
230,Richard Morton,1989,1989,1,2,11,3,4,0,0,0,0,0,0,1,0,0,1,2,6,.750,,,5.5,3.0,0.0,0.5,mortori01
231,Rick Mount,1971,1972,2,144,2958,569,1351,80,259,332,406,76,226,337,,,220,360,1550,.421,.309,.818,20.5,10.8,1.6,2.3,mountri01
232,Chris Mullin,1998,2000,3,179,3938,590,1250,225,510,271,297,77,485,304,170,61,205,347,1676,.472,.441,.912,22.0,9.4,2.7,1.7,mullich01
233,Troy Murphy,2007,2010,4,262,8117,1248,2674,419,1015,559,697,446,2398,553,204,125,359,751,3474,.467,.413,.802,31.0,13.3,9.2,2.1,murphtr01
234,Ronald Murray,2008,2008,1,23,527,97,228,14,36,46,61,10,47,80,25,3,53,31,254,.425,.389,.754,22.9,11.0,2.0,3.5,murraro01
235,Calvin Natt,1990,1990,1,14,164,20,31,0,0,17,22,10,35,9,1,0,5,14,57,.645,,.773,11.7,4.1,2.5,0.6,nattca01
236,Kenny Natt,1981,1981,1,19,149,25,77,2,8,7,11,9,15,10,5,1,10,18,59,.325,.250,.636,7.8,3.1,0.8,0.5,nattke01
237,Andrew Nembhard,2023,2023,1,75,2073,284,644,92,263,49,62,35,199,341,70,13,126,179,709,.441,.350,.790,27.6,9.5,2.7,4.5,nembhan01
238,Aaron Nesmith,2023,2023,1,73,1816,252,590,115,314,119,142,62,277,98,55,34,75,235,738,.427,.366,.838,24.9,10.1,3.8,1.3,nesmiaa01
239,Rasho Nesterović,2009,2009,1,70,1214,224,437,0,1,25,32,93,240,109,30,38,63,171,473,.513,.000,.781,17.3,6.8,3.4,1.6,nestera01
240,Bob Netolicky,1968,1976,8,515,16657,3308,6706,12,58,1450,2194,1729,4566,565,30,41,934,1178,8078,.493,.207,.661,32.3,15.7,8.9,1.1,netolbo01
241,Johnny Neumann,1975,1978,2,68,1051,199,464,21,73,62,85,39,92,150,28,11,96,142,481,.429,,.729,15.5,7.1,1.4,2.2,neumajo01
242,Bill Newton,1973,1974,2,35,190,31,71,1,2,10,20,22,65,14,2,0,17,52,73,.437,.500,.500,5.4,2.1,1.9,0.4,newtobi01
243,Georges Niang,2017,2017,1,23,93,9,36,1,12,2,2,2,17,5,3,0,5,6,21,.250,.083,1.000,4.0,0.9,0.7,0.2,niangge01
244,Dyron Nix,1990,1990,1,20,109,14,39,0,0,11,16,8,26,5,3,1,7,15,39,.359,,.688,5.5,2.0,1.3,0.3,nixdy01
245,Jordan Nwora,2023,2023,1,24,591,118,248,46,109,31,43,22,112,50,12,7,32,40,313,.476,.422,.721,24.6,13.0,4.7,2.1,nworajo01
246,Jermaine O'Neal,2001,2008,8,514,17997,3654,7973,14,86,2258,3140,1254,4933,1010,341,1245,1287,1785,9580,.458,.163,.719,35.0,18.6,9.6,2.0,onealje01
247,Kyle O'Quinn,2019,2019,1,45,371,69,136,1,12,17,21,29,119,56,9,25,31,68,156,.507,.083,.810,8.2,3.5,2.6,1.2,oquinky01
248,Victor Oladipo,2018,2021,4,139,4527,1050,2328,293,823,472,605,78,718,603,269,74,366,306,2865,.451,.356,.780,32.6,20.6,5.2,4.3,oladivi01
249,Jawann Oldham,1991,1991,1,4,19,3,6,0,0,0,0,0,3,0,0,0,0,1,6,.500,,,4.8,1.5,0.8,0.0,oldhaja01
250,Kevin Ollie,2002,2002,1,29,577,40,100,0,0,78,97,7,56,98,26,1,26,33,158,.400,,.804,19.9,5.4,1.9,3.4,ollieke01
251,Barry Orms,1970,1970,1,9,143,17,40,0,3,17,26,13,37,13,,,8,30,51,.425,.000,.654,15.9,5.7,4.1,1.4,ormsba01
252,Louis Orr,1981,1982,2,162,3738,705,1428,1,14,366,456,299,692,266,111,51,260,335,1777,.494,.071,.803,23.1,11.0,4.3,1.6,orrlo01
253,Andre Owens,2008,2008,1,31,392,40,107,18,40,25,34,13,47,47,13,3,24,37,123,.374,.450,.735,12.6,4.0,1.5,1.5,owensan01
254,Tom Owens,1976,1982,2,90,1842,341,718,1,2,201,251,170,441,136,43,48,156,312,884,.475,.500,.801,20.5,9.8,4.9,1.5,owensto01
255,Wayne Pack,1975,1975,1,21,189,23,60,5,17,10,12,7,20,13,6,0,13,21,61,.383,.294,.833,9.0,2.9,1.0,0.6,packwa01
256,Gerald Paddio,1994,1994,1,7,55,9,23,0,0,1,2,0,5,4,1,0,4,2,19,.391,,.500,7.9,2.7,0.7,0.6,paddige01
257,George Peeples,1968,1973,3,138,2370,264,631,0,3,222,341,129,751,66,,,150,287,750,.418,.000,.651,17.2,5.4,5.4,0.5,peeplge01
258,Sam Perkins,1999,2001,3,193,3408,350,867,162,418,155,195,132,595,134,79,65,104,271,1017,.404,.388,.795,17.7,5.3,3.1,0.7,perkisa01
259,Reggie Perry,2022,2022,1,1,10,1,1,0,0,0,0,0,1,0,0,0,0,3,2,1.000,,,10.0,2.0,1.0,0.0,perryre01
260,Ron Perry,1969,1969,1,27,865,137,336,33,91,58,70,24,73,97,,,67,108,365,.408,.363,.829,32.0,13.5,2.7,3.6,perryro01
261,Chuck Person,1987,1992,6,479,16978,3762,7820,466,1330,1106,1497,844,3017,1743,423,97,1299,1541,9096,.481,.350,.739,35.4,19.0,6.3,3.6,persoch01
262,Ricky Pierce,1996,1996,1,76,1404,264,590,35,104,174,205,40,136,101,57,6,93,188,737,.447,.337,.849,18.5,9.7,1.8,1.3,piercri01
263,Miles Plumlee,2013,2013,1,14,55,5,21,0,0,3,4,12,22,2,0,3,3,5,13,.238,,.750,3.9,0.9,1.6,0.1,plumlmi01
264,Scot Pollard,2004,2006,3,155,2314,196,435,0,0,74,108,225,587,52,90,70,79,348,466,.451,,.685,14.9,3.0,3.8,0.3,pollasc01
265,Mark Pope,1998,1999,2,32,219,15,48,1,7,10,18,11,30,7,3,6,11,42,41,.313,.143,.556,6.8,1.3,0.9,0.2,popema01
266,James Posey,2011,2011,1,49,839,81,241,67,212,11,15,10,147,34,24,6,24,103,240,.336,.316,.733,17.1,4.9,3.0,0.7,poseyja01
267,Josh Powell,2007,2007,1,7,64,2,15,0,0,8,12,7,19,3,0,0,5,18,12,.133,,.667,9.1,1.7,2.7,0.4,poweljo01
268,Alex Poythress,2018,2018,1,25,104,11,26,4,11,0,0,7,17,2,3,1,2,16,26,.423,.364,,4.2,1.0,0.7,0.1,poythal01
269,A.J. Price,2010,2015,4,160,2421,357,937,142,450,154,209,43,235,330,88,6,154,153,1010,.381,.316,.737,15.1,6.3,1.5,2.1,priceaj01
270,Mike Price,1972,1972,1,4,25,3,9,0,0,0,0,1,5,1,,,4,4,6,.333,,,6.3,1.5,1.3,0.3,pricemi01
271,Trevelin Queen,2023,2023,1,7,70,7,29,2,15,5,5,8,17,6,2,5,7,4,21,.241,.133,1.000,10.0,3.0,2.4,0.9,queentr01
272,Wayne Radford,1979,1979,1,52,649,83,175,,,36,45,25,68,57,30,1,45,61,202,.474,,.800,12.5,3.9,1.3,1.1,radfowa01
273,Jimmy Rayl,1968,1969,2,101,2760,389,1021,91,267,256,311,25,305,273,,,243,277,1125,.381,.341,.823,27.3,11.1,3.0,2.7,raylji01
274,Craig Raymond,1973,1973,1,6,33,2,8,0,0,1,2,3,10,1,,,3,8,5,.250,,.500,5.5,0.8,1.7,0.2,raymocr01
275,Davon Reed,2019,2019,1,10,47,5,12,2,4,0,0,2,6,3,1,0,1,3,12,.417,.500,,4.7,1.2,0.6,0.3,reedda01
276,Clint Richardson,1986,1987,2,160,3620,553,1203,7,26,182,221,120,394,613,107,15,221,259,1295,.460,.269,.824,22.6,8.1,2.5,3.8,richacl01
277,Norm Richardson,2002,2002,1,3,4,0,3,0,0,0,0,1,1,1,0,0,0,0,0,.000,,,1.3,0.0,0.3,0.3,richano01
278,Pooh Richardson,1993,1994,2,111,3418,497,1057,6,41,139,201,91,377,810,126,15,255,210,1139,.470,.146,.692,30.8,10.3,3.4,7.3,richapo01
279,Rick Robey,1979,1979,1,43,849,140,295,,,90,121,80,254,53,25,12,89,111,370,.475,,.744,19.7,8.6,5.9,1.2,robeyri01
280,Glenn Robinson III,2016,2018,3,137,2273,259,574,77,196,90,126,80,351,90,71,30,60,98,685,.451,.393,.714,16.6,5.0,2.6,0.7,robingl02
281,Dave Robisch,1976,1978,3,179,4979,818,1891,0,2,526,631,448,1399,351,140,100,130,411,2162,.433,,.834,27.8,12.1,7.8,2.0,robisda01
282,Carlos Rogers,2002,2002,1,22,168,24,43,1,6,10,19,14,38,3,5,6,5,17,59,.558,.167,.526,7.6,2.7,1.7,0.1,rogerca01
283,Jalen Rose,1997,2002,6,402,11990,2179,4789,251,726,1103,1379,197,1465,1355,357,168,815,1047,5712,.455,.346,.800,29.8,14.2,3.6,3.4,roseja01
284,Dan Roundfield,1976,1978,3,207,4835,894,1904,0,2,459,661,585,1579,300,173,323,258,701,2247,.470,,.694,23.4,10.9,7.6,1.4,roundda01
285,Brian Rowsom,1988,1988,1,4,16,0,6,0,0,6,6,1,5,1,1,0,1,3,6,.000,,1.000,4.0,1.5,1.3,0.3,rowsobr01
286,Damjan Rudež,2015,2015,1,68,1047,119,263,69,170,16,23,8,47,53,16,5,47,79,323,.452,.406,.696,15.4,4.8,0.7,0.8,rudezda01
287,Brandon Rush,2009,2011,3,224,6048,757,1792,295,734,182,261,108,796,240,135,137,237,394,1991,.422,.402,.697,27.0,8.9,3.6,1.1,rushbr01
288,Kareem Rush,2008,2008,1,71,1504,228,569,102,262,30,42,19,168,89,42,19,62,108,588,.401,.389,.714,21.2,8.3,2.4,1.3,rushka01
289,Walker Russell,1987,1987,1,48,511,64,165,2,16,27,37,18,55,129,20,5,60,62,157,.388,.125,.730,10.6,3.3,1.1,2.7,russewa01
290,Domantas Sabonis,2018,2022,5,319,9670,2026,3684,126,391,1021,1397,845,3342,1324,257,147,823,1003,5199,.550,.322,.731,30.3,16.3,10.5,4.2,sabondo01
291,JaKarr Sampson,2020,2021,2,63,787,124,228,5,28,37,56,47,165,25,18,26,30,116,290,.544,.179,.661,12.5,4.6,2.6,0.4,sampsja02
292,Mike Sanders,1990,1992,3,172,2969,442,995,9,34,107,138,151,423,206,82,50,150,426,1000,.444,.265,.775,17.3,5.8,2.5,1.2,sandemi01
293,Dwayne Schintzius,1996,1996,1,33,297,49,110,0,0,13,21,23,78,14,9,12,19,53,111,.445,,.619,9.0,3.4,2.4,0.4,schindw01
294,Russ Schoene,1983,1983,1,31,520,101,228,1,3,40,55,44,101,27,12,14,35,74,243,.443,.333,.727,16.8,7.8,3.3,0.9,schoeru01
295,Detlef Schrempf,1989,1993,5,354,11913,2031,3978,68,230,1879,2312,809,3059,1446,287,112,866,1226,6009,.511,.296,.813,33.7,17.0,8.6,4.1,schrede01
296,Luis Scola,2014,2015,2,163,3058,563,1202,6,27,257,362,224,917,186,73,34,202,356,1389,.468,.222,.710,18.8,8.5,5.6,1.1,scolalu01
297,Brent Scott,1997,1997,1,16,55,8,17,0,0,3,6,3,9,3,1,1,4,14,19,.471,,.500,3.4,1.2,0.6,0.2,scottbr01
298,Byron Scott,1994,1995,2,147,2725,521,1131,106,277,350,422,37,261,241,123,22,222,203,1498,.461,.383,.829,18.5,10.2,1.8,1.6,scottby01
299,Malik Sealy,1993,1994,2,101,1295,247,593,11,47,110,161,103,230,95,67,15,109,158,615,.417,.234,.683,12.8,6.1,2.3,0.9,sealyma01
300,Kevin Séraphin,2017,2017,1,49,559,109,198,0,2,14,22,41,142,23,7,20,29,66,232,.551,.000,.636,11.4,4.7,2.9,0.5,serapke01
301,Jerry Sichting,1981,1985,5,326,7990,1163,2320,19,89,375,440,126,538,1341,297,16,454,581,2720,.501,.213,.852,24.5,8.3,1.7,4.1,sichtje01
302,Don Sidle,1971,1972,2,57,922,158,300,2,5,80,123,117,242,41,,,53,105,398,.527,.400,.650,16.2,7.0,4.2,0.7,sidledo01
303,Courtney Sims,2008,2008,1,3,11,0,1,0,0,0,0,1,2,1,0,0,0,2,0,.000,,,3.7,0.0,0.7,0.3,simsco01
304,Scott Skiles,1988,1989,2,131,2331,284,651,26,95,175,198,32,215,570,86,5,253,248,769,.436,.274,.884,17.8,5.9,1.6,4.4,skilesc01
305,Jose Slaughter,1983,1983,1,63,515,89,238,9,41,38,59,34,68,52,36,7,42,93,225,.374,.220,.644,8.2,3.6,1.1,0.8,slaugjo01
306,Donald Sloan,2014,2015,2,101,1499,189,472,51,173,72,97,16,187,240,33,1,87,66,501,.400,.295,.742,14.8,5.0,1.9,2.4,sloando01
307,Jalen Smith,2022,2023,2,90,1822,355,721,85,274,142,187,175,562,84,30,83,92,197,937,.492,.310,.759,20.2,10.4,6.2,0.9,smithja04
308,Willie Smith,1978,1978,1,1,7,0,0,,,0,0,0,0,1,0,0,0,1,0,,,,7.0,0.0,0.0,1.0,smithwi02
309,Rik Smits,1989,2000,12,867,23100,5301,10461,3,26,2266,2932,1531,5277,1215,372,1111,1579,3011,12871,.507,.115,.773,26.6,14.8,6.1,1.4,smitsri01
310,Ricky Sobers,1978,1979,2,160,5844,1106,2415,,,628,738,210,628,1034,308,46,656,623,2840,.458,,.851,36.5,17.8,3.9,6.5,soberri01
311,Kevin Stacom,1979,1979,1,44,571,76,209,,,31,41,20,61,77,14,1,54,29,183,.364,,.756,13.0,4.2,1.4,1.8,stacoke01
312,Cassius Stanley,2021,2021,1,24,93,13,43,3,13,7,9,8,20,1,1,2,1,14,36,.302,.231,.778,3.9,1.5,0.8,0.0,stanlca01
313,Terence Stansbury,1985,1986,2,148,2609,401,899,13,78,209,258,68,253,333,106,20,219,405,1024,.446,.167,.810,17.6,6.9,1.7,2.3,stanste01
314,Everette Stephens,1989,1989,1,35,209,23,72,2,10,17,22,11,23,37,9,4,29,22,65,.319,.200,.773,6.0,1.9,0.7,1.1,stephev01
315,Lance Stephenson,2011,2022,7,338,8313,1225,2695,251,794,382,551,229,1493,1063,233,51,581,678,3083,.455,.316,.693,24.6,9.1,4.4,3.1,stephla01
316,Brook Steppe,1984,1984,1,61,857,148,314,0,3,134,161,43,122,79,34,6,83,93,430,.471,.000,.832,14.0,7.0,2.0,1.3,steppbr01
317,Steve Stipanovich,1984,1988,5,403,12591,2015,4160,10,56,1283,1611,771,3131,938,415,380,777,1435,5323,.484,.179,.796,31.2,13.2,7.8,2.3,stipast01
318,Peja Stojaković,2006,2006,1,40,1454,274,594,91,225,140,155,45,250,68,26,8,52,89,779,.461,.404,.903,36.4,19.5,6.3,1.7,stojape01
319,Erick Strickland,2003,2003,1,71,1275,163,380,62,160,70,87,23,145,209,38,7,98,111,458,.429,.388,.805,18.0,6.5,2.0,2.9,stricer01
320,Mark Strickland,1995,1995,1,4,9,1,3,0,0,1,2,2,4,0,0,1,1,0,3,.333,,.500,2.3,0.8,1.0,0.0,stricma01
321,Rodney Stuckey,2015,2017,3,168,3845,606,1441,94,284,388,481,61,488,445,115,18,247,252,1694,.421,.331,.807,22.9,10.1,2.9,2.6,stuckro01
322,Edmond Sumner,2018,2021,4,108,1520,232,489,56,168,99,136,38,165,114,60,24,83,159,619,.474,.333,.728,14.1,5.7,1.5,1.1,sumneed01
323,Bruno Šundov,2001,2002,2,33,208,36,81,0,5,3,7,11,44,5,5,7,7,37,75,.444,.000,.429,6.3,2.3,1.3,0.2,sundobr01
324,Keifer Sykes,2022,2022,1,32,566,69,190,27,90,15,17,8,45,62,12,4,33,51,180,.363,.300,.882,17.7,5.6,1.4,1.9,sykeske01
325,Žan Tabak,2000,2001,2,73,891,114,220,0,0,25,55,81,245,37,13,39,68,138,253,.518,,.455,12.2,3.5,3.4,0.5,tabakza01
326,Earl Tatum,1978,1978,1,57,1859,357,773,,,108,137,56,205,226,103,30,131,172,822,.462,,.788,32.6,14.4,3.6,4.0,tatumea01
