,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,-9999
77,Justin Dentmon,2012,2012,1,4,72,8,22,2,10,4,6,0,7,9,1,0,6,8,22,.364,.200,.667,18.0,5.5,1.8,2.3,dentmju01
78,DeMar DeRozan,2010,2018,9,675,22986,4716,10532,325,1128,3539,4277,514,2739,2078,655,185,1323,1499,13296,.448,.288,.827,34.1,19.7,4.1,3.1,derozde01
79,Derrick Dial,2002,2002,1,7,50,11,26,1,4,5,6,2,11,4,2,0,3,1,28,.423,.250,.833,7.1,4.0,1.6,0.6,dialde01
80,Juan Dixon,2007,2008,2,62,1107,169,419,44,122,59,63,20,120,106,48,4,59,103,441,.403,.361,.937,17.9,7.1,1.9,1.7,dixonju01
81,Joey Dorsey,2011,2011,1,43,522,52,99,0,0,31,65,79,190,27,24,17,39,78,135,.525,,.477,12.1,3.1,4.4,0.6,dorsejo01
82,Quincy Douby,2009,2009,1,7,73,12,22,4,9,3,4,3,7,12,3,0,7,4,31,.545,.444,.750,10.4,4.4,1.0,1.7,doubyqu01
83,Jeff Dowtin,2023,2023,1,25,259,25,57,5,16,6,9,6,23,31,9,3,5,13,61,.439,.313,.667,10.4,2.4,0.9,1.2,dowtije01
84,Goran Dragić,2022,2022,1,5,90,13,34,4,14,10,10,2,14,9,5,1,1,8,40,.382,.286,1.000,18.0,8.0,2.8,1.8,dragigo01
85,Ronald Dupree,2011,2011,1,3,13,1,4,0,1,0,0,0,3,1,0,0,0,2,2,.250,.000,,4.3,0.7,1.0,0.3,duprero01
86,Acie Earl,1996,1997,2,80,1112,176,433,0,8,126,184,84,214,45,30,64,82,127,478,.406,.000,.685,13.9,6.0,2.7,0.6,earlac01
87,Henry Ellenson,2021,2021,1,2,38,5,14,2,9,3,4,3,12,5,0,0,0,7,15,.357,.222,.750,19.0,7.5,6.0,2.5,ellenhe01
88,Vincenzo Esposito,1996,1996,1,30,282,36,100,13,56,31,39,4,16,23,7,0,39,27,116,.360,.232,.795,9.4,3.9,0.5,0.8,esposvi01
89,Reggie Evans,2010,2011,2,58,1109,76,172,0,1,75,148,149,450,46,43,10,61,133,227,.442,.000,.507,19.1,3.9,7.8,0.8,evansre01
90,Landry Fields,2013,2015,3,107,1575,149,331,3,21,53,81,84,293,95,53,11,61,97,354,.450,.143,.654,14.7,3.3,2.7,0.9,fieldla01
91,Malachi Flynn,2021,2023,3,144,2156,286,765,131,391,85,113,35,255,277,79,15,81,178,788,.374,.335,.752,15.0,5.5,1.8,1.9,flynnma01
92,Gary Forbes,2012,2012,1,48,713,112,271,29,83,66,91,27,102,54,24,4,54,56,319,.413,.349,.725,14.9,6.6,2.1,1.1,forbega01
93,T.J. Ford,2007,2008,2,126,3442,639,1426,36,120,350,418,76,336,908,155,8,333,279,1664,.448,.300,.837,27.3,13.2,2.7,7.2,fordtj01
94,Greg Foster,2003,2003,1,29,539,47,122,1,4,26,32,30,102,13,1,9,30,82,121,.385,.250,.813,18.6,4.2,3.5,0.4,fostegr01
95,Sundiata Gaines,2011,2011,1,6,90,15,35,3,15,2,6,2,8,11,4,1,8,10,35,.429,.200,.333,15.0,5.8,1.3,1.8,gainesu01
96,Jorge Garbajosa,2007,2008,2,74,1983,230,554,72,209,57,78,50,345,128,81,15,65,92,589,.415,.344,.731,26.8,8.0,4.7,1.7,garbajo01
97,Chris Garner,1998,1998,1,38,293,23,70,4,14,3,7,7,24,45,21,4,25,50,53,.329,.286,.429,7.7,1.4,0.6,1.2,garnech01
98,Marc Gasol,2019,2020,2,70,1809,206,466,80,200,76,101,55,447,248,58,61,95,194,568,.442,.400,.752,25.8,8.1,6.4,3.5,gasolma01
