,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,-9999
17,Tim Bassett,1980,1980,1,5,72,4,12,0,0,2,3,4,15,10,3,0,5,13,10,.333,,.667,14.4,2.0,3.0,2.0,basseti01
18,Charles Bassey,2023,2023,1,35,508,87,135,3,8,22,37,75,193,47,16,33,41,74,199,.644,.375,.595,14.5,5.7,5.5,1.3,bassech01
19,Mengke Bateer,2003,2003,1,12,46,4,17,1,3,0,2,2,10,4,0,0,6,14,9,.235,.333,.000,3.8,0.8,0.8,0.3,bateeme01
20,Keita Bates-Diop,2021,2023,3,156,2653,402,795,78,214,179,232,136,528,156,84,39,108,135,1061,.506,.364,.772,17.0,6.8,3.4,1.0,bateske01
21,Dave Batton,1984,1984,1,4,31,5,10,0,0,0,0,1,4,3,0,3,4,5,10,.500,,,7.8,2.5,1.0,0.8,battoda01
22,Aron Baynes,2013,2015,3,139,1754,274,526,1,5,116,137,178,495,74,19,33,112,262,665,.521,.200,.847,12.6,4.8,3.6,0.5,baynear01
23,Charlie Beasley,1968,1971,4,276,7324,938,2056,30,124,716,828,67,703,858,,,541,649,2622,.456,.242,.865,26.5,9.5,2.5,3.1,beaslch01
24,John Beasley,1968,1972,5,334,11915,2407,4873,22,80,1147,1385,1162,3673,514,,,539,1014,5983,.494,.275,.828,35.7,17.9,11.0,1.5,beasljo01
25,Art Becker,1973,1973,1,6,50,7,12,0,0,6,6,4,12,0,,,4,3,20,.583,,1.000,8.3,3.3,2.0,0.0,beckear01
26,Bob Bedell,1969,1971,3,193,2985,553,1339,11,54,348,443,333,880,241,,,259,392,1465,.413,.204,.786,15.5,7.6,4.6,1.2,bedelbo01
27,William Bedford,1993,1993,1,16,66,9,27,1,1,6,12,1,10,0,0,1,1,15,25,.333,1.000,.500,4.1,1.6,0.6,0.0,bedfowi01
28,Marco Belinelli,2014,2020,4,278,6102,944,2169,426,1096,355,412,67,680,474,128,19,247,381,2669,.435,.389,.862,21.9,9.6,2.4,1.7,belinma01
29,Spider Bennett,1969,1969,1,46,823,116,311,2,11,118,179,44,114,69,,,114,125,352,.373,.182,.659,17.9,7.7,2.5,1.5,bennesp01
30,Walter Berry,1987,1988,2,129,3489,941,1718,0,3,378,607,308,697,214,91,103,315,395,2260,.548,.000,.623,27.0,17.5,5.4,1.7,berrywa01
31,Dāvis Bertāns,2017,2019,3,220,3526,468,1053,308,763,121,143,63,515,220,81,89,111,301,1365,.444,.404,.846,16.0,6.2,2.3,1.0,bertada01
32,Uwe Blab,1990,1990,1,7,50,6,11,0,0,3,6,1,9,1,0,0,5,9,15,.545,,.500,7.1,2.1,1.3,0.1,blabuw01
33,Nate Blackwell,1988,1988,1,10,112,15,41,2,11,5,6,2,6,18,3,0,8,16,37,.366,.182,.833,11.2,3.7,0.6,1.8,blackna01
34,DeJuan Blair,2010,2013,4,288,5442,978,1853,0,6,295,487,635,1672,265,241,103,366,717,2251,.528,.000,.606,18.9,7.8,5.8,0.9,blairde01
35,Keith Bogans,2010,2010,1,79,1559,120,298,70,196,37,50,25,176,95,45,12,53,156,347,.403,.357,.740,19.7,4.4,2.2,1.2,boganke01
36,Matt Bonner,2007,2016,10,632,10093,1293,2838,656,1588,218,285,428,1802,448,197,163,227,871,3460,.456,.413,.765,16.0,5.5,2.9,0.7,bonnema01
37,Ron Boone,1969,1971,3,204,6335,1288,2932,44,135,875,1099,391,1071,693,,,791,701,3495,.439,.326,.796,31.1,17.1,5.3,3.4,boonero01
38,Bruce Bowen,2002,2009,8,630,18689,1514,3595,661,1632,372,663,303,1861,814,498,229,488,1318,4061,.421,.405,.561,29.7,6.4,3.0,1.3,bowenbr01
39,Anthony Bowie,1989,1989,1,18,438,72,144,1,5,10,15,25,56,29,18,4,22,43,155,.500,.200,.667,24.3,8.6,3.1,1.6,bowiean01
40,Gary Bradds,1971,1971,1,19,207,35,82,0,1,29,40,26,63,12,,,13,26,99,.427,.000,.725,10.9,5.2,3.3,0.6,braddga01
41,Malaki Branham,2023,2023,1,66,1550,269,611,77,255,58,70,28,181,127,33,7,76,115,673,.440,.302,.829,23.5,10.2,2.7,1.9,branhma01
42,Mike Bratz,1982,1982,1,81,1616,230,565,46,138,119,152,40,166,438,65,11,139,183,625,.407,.333,.783,20.0,7.7,2.0,5.4,bratzmi01
43,Ron Brewer,1981,1985,4,120,2362,527,1125,6,27,190,225,52,156,210,69,49,125,152,1250,.468,.222,.844,19.7,10.4,1.3,1.8,brewero01
44,Frank Brickowski,1987,1990,4,219,5570,983,1876,1,13,574,782,412,1235,507,248,110,472,766,2541,.524,.077,.734,25.4,11.6,5.6,2.3,brickfr01
45,Allan Bristow,1976,1979,4,285,5704,921,1910,0,1,560,707,366,1026,786,238,23,317,580,2402,.482,,.792,20.0,8.4,3.6,2.8,bristal01
46,Mike Brittain,1986,1987,2,38,248,26,52,0,0,11,21,12,53,7,4,12,22,57,63,.500,,.524,6.5,1.7,1.4,0.2,brittmi01
47,Chucky Brown,2000,2000,1,30,602,82,176,1,3,25,31,11,77,41,8,10,28,53,190,.466,.333,.806,20.1,6.3,2.6,1.4,brownch01
48,Devin Brown,2003,2005,3,132,1887,263,615,49,135,165,206,79,313,127,54,16,96,147,740,.428,.363,.801,14.3,5.6,2.4,1.0,brownde02
49,Roger Brown,1974,1974,1,2,26,5,6,0,0,0,0,3,6,1,0,0,2,4,10,.833,,,13.0,5.0,3.0,0.5,brownro02
50,Shannon Brown,2014,2014,1,10,103,8,28,0,2,7,9,1,13,5,1,0,8,12,23,.286,.000,.778,10.3,2.3,1.3,0.5,brownsh01
51,Mark Bryant,2002,2002,1,30,206,25,55,0,0,6,8,25,44,10,7,2,6,38,56,.455,,.750,6.9,1.9,1.5,0.3,bryanma01
52,Jud Buechler,1992,1992,1,11,140,15,30,0,0,3,9,6,22,11,8,3,5,18,33,.500,,.333,12.7,3.0,2.0,1.0,buechju01
53,Larry Bunce,1969,1969,1,24,423,50,113,0,0,55,76,36,127,15,,,30,62,155,.442,,.724,17.6,6.5,5.3,0.6,buncela01
54,Jim Burns,1968,1968,1,33,392,52,137,0,2,51,89,,60,24,,,42,52,155,.380,.000,.573,11.9,4.7,1.8,0.7,burnsji01
55,Willie Burton,1998,1998,1,13,43,8,21,3,9,8,12,3,9,1,2,2,1,7,27,.381,.333,.667,3.3,2.1,0.7,0.1,burtowi01
56,Jackie Butler,2007,2007,1,11,103,16,35,0,0,9,10,6,22,5,2,0,10,16,41,.457,,.900,9.4,3.7,2.0,0.5,butleja01
57,Rasual Butler,2016,2016,1,46,432,49,104,15,49,11,16,3,56,24,13,23,8,11,124,.471,.306,.688,9.4,2.7,1.2,0.5,butlera01
58,Derrick Byars,2012,2012,1,2,37,3,11,0,6,4,4,6,11,1,2,0,0,2,10,.273,.000,1.000,18.5,5.0,5.5,0.5,byarsde01
59,Devontae Cacok,2022,2022,1,15,121,21,31,0,0,4,7,8,42,6,8,7,3,16,46,.677,,.571,8.1,3.1,2.8,0.4,cacokde01
60,Mack Calvin,1977,1977,1,35,606,93,237,,,123,146,11,31,104,23,1,,58,309,.392,,.842,17.3,8.8,0.9,3.0,calvima01
61,Antoine Carr,1992,1994,3,186,4279,816,1597,1,11,378,494,247,785,175,76,205,225,603,2011,.511,.091,.765,23.0,10.8,4.2,0.9,carran01
62,DeMarre Carroll,2020,2020,1,15,135,9,29,3,13,12,20,7,31,11,2,2,10,20,33,.310,.231,.600,9.0,2.2,2.1,0.7,carrode01
63,Matt Carroll,2004,2004,1,3,22,2,5,0,0,2,4,1,3,1,1,0,4,5,6,.400,,.500,7.3,2.0,1.0,0.3,carroma01
64,Anthony Carter,2004,2004,1,5,87,11,37,0,3,0,0,2,11,12,4,0,12,9,22,.297,.000,,17.4,4.4,2.2,2.4,cartean01
65,Jerry Chambers,1974,1974,1,38,579,94,206,0,0,36,48,37,103,42,11,3,28,74,224,.456,,.750,15.2,5.9,2.7,1.1,chambje01
66,Julian Champagnie,2023,2023,1,15,313,59,128,33,81,14,17,10,60,10,5,5,11,26,165,.461,.407,.824,20.9,11.0,4.0,0.7,champju02
67,Len Chappell,1972,1972,1,79,1403,231,511,0,0,144,193,146,318,69,,,63,158,606,.452,,.746,17.8,7.7,4.0,0.9,chapple01
68,Maurice Cheeks,1990,1990,1,50,1766,215,450,1,9,114,137,39,167,302,82,5,85,46,545,.478,.111,.832,35.3,10.9,3.3,6.0,cheekma01
69,Bob Christian,1970,1970,1,1,7,0,0,0,0,0,0,0,1,0,,,1,2,0,,,,7.0,0.0,1.0,0.0,chrisbo01
70,Speedy Claxton,2003,2003,1,30,471,67,145,0,11,39,57,22,56,75,22,7,35,43,173,.462,.000,.684,15.7,5.8,1.9,2.5,claxtsp01
71,Zach Collins,2022,2023,2,91,1943,360,703,69,188,160,207,162,555,241,50,72,174,266,949,.512,.367,.773,21.4,10.4,6.1,2.6,colliza01
72,Glen Combs,1969,1971,3,198,7106,1304,3032,260,732,971,1214,160,616,695,,,584,607,3839,.430,.355,.800,35.9,19.4,3.1,3.5,combsgl01
73,Dallas Comegys,1989,1989,1,67,1119,166,341,0,2,106,161,112,234,30,42,63,85,160,438,.487,.000,.658,16.7,6.5,3.5,0.4,comegda01
74,Jeff Congdon,1972,1972,1,20,261,30,86,3,7,17,20,8,26,36,,,13,19,80,.349,.429,.850,13.1,4.0,1.3,1.8,congdje01
75,Darwin Cook,1989,1989,1,36,757,147,315,6,31,46,56,21,59,84,43,4,62,77,346,.467,.194,.821,21.0,9.6,1.6,2.3,cookda01
76,Jeff Cook,1985,1986,2,88,1204,120,241,0,1,56,78,112,291,60,38,25,43,214,296,.498,.000,.718,13.7,3.4,3.3,0.7,cookje01
77,Tom Copa,1992,1992,1,33,132,22,40,0,0,4,13,14,36,3,2,6,8,29,48,.550,,.308,4.0,1.5,1.1,0.1,copato01
78,Tyrone Corbin,1986,1987,2,47,906,140,328,0,1,59,81,63,144,91,49,5,58,102,339,.427,.000,.728,19.3,7.2,3.1,1.9,corbity01
79,Dave Corzine,1981,1982,2,164,4149,702,1395,1,7,284,388,439,1265,247,75,225,270,447,1689,.503,.143,.732,25.3,10.3,7.7,1.5,corzida01
80,Matt Costello,2018,2018,1,4,32,2,4,0,0,0,0,1,9,2,2,2,1,7,4,.500,,,8.0,1.0,2.3,0.5,costema01
81,Joe Courtney,1997,1997,1,5,48,5,16,0,0,3,5,4,7,0,0,0,2,6,13,.313,,.600,9.6,2.6,1.4,0.0,courtjo01
82,Bobby Croft,1971,1971,1,29,517,91,234,0,0,48,70,61,141,26,,,27,70,230,.389,,.686,17.8,7.9,4.9,0.9,croftbo01
83,Geoff Crompton,1983,1983,1,14,148,14,34,0,0,3,5,18,48,7,3,5,5,25,31,.412,,.600,10.6,2.2,3.4,0.5,crompge01
84,Austin Croshere,2009,2009,1,3,23,2,9,0,4,0,1,4,10,3,0,0,2,1,4,.222,.000,.000,7.7,1.3,3.3,1.0,croshau01
85,Corey Crowder,1995,1995,1,7,29,2,10,0,4,2,6,1,3,1,1,0,2,1,6,.200,.000,.333,4.1,0.9,0.4,0.1,crowdco01
86,Terry Cummings,1990,1995,6,361,9647,2163,4545,31,107,824,1169,943,2523,591,297,149,604,1063,5181,.476,.290,.705,26.7,14.4,7.0,1.6,cummite01
87,Dante Cunningham,2019,2019,1,64,928,75,158,30,65,14,18,48,188,50,27,13,22,71,194,.475,.462,.778,14.5,3.0,2.9,0.8,cunnida01
88,Mike D'Antoni,1977,1977,1,2,9,1,3,,,1,2,0,2,2,0,0,,3,3,.333,,.500,4.5,1.5,1.0,1.0,dantomi01
89,Mike Dabich,1968,1968,1,3,23,4,7,0,0,2,5,,7,1,,,0,7,10,.571,,.400,7.7,3.3,2.3,0.3,dabicmi01
90,Louie Dampier,1977,1979,3,232,4431,692,1418,,,169,226,61,261,643,171,36,134,219,1553,.488,,.748,19.1,6.7,1.1,2.8,dampilo01
91,Antonio Daniels,1999,2002,4,276,6044,790,1727,158,462,400,532,78,479,815,194,37,281,336,2138,.457,.342,.752,21.9,7.7,1.7,3.0,daniean01
92,Lloyd Daniels,1993,1994,2,142,2553,425,1016,103,302,118,163,131,327,242,67,46,162,213,1071,.418,.341,.724,18.0,7.5,2.3,1.7,daniell01
93,Charles Davis,1988,1988,1,16,187,42,97,1,15,7,10,15,38,17,0,3,13,25,92,.433,.067,.700,11.7,5.8,2.4,1.1,davisch02
94,Harry Davis,1980,1980,1,4,30,6,12,0,0,1,2,2,6,0,1,0,3,8,13,.500,,.500,7.5,3.3,1.5,0.0,davisha01
95,Willie Davis,1971,1971,1,8,29,7,15,0,0,4,8,7,13,2,,,3,10,18,.467,,.500,3.6,2.3,1.6,0.3,daviswi01
96,Johnny Dawkins,1987,1989,3,178,4944,916,1999,33,112,451,524,154,474,994,210,5,385,277,2316,.458,.295,.861,27.8,13.0,2.7,5.6,dawkijo01
97,Eric Dawson,2012,2012,1,4,39,7,12,0,0,1,2,5,10,0,1,2,3,6,15,.583,,.500,9.8,3.8,2.5,0.0,dawsoer01
98,Austin Daye,2014,2015,2,40,383,61,170,31,86,8,11,9,81,15,12,7,23,44,161,.359,.360,.727,9.6,4.0,2.0,0.4,dayeau01
99,Nando De Colo,2013,2014,2,98,1221,147,334,41,113,53,66,29,183,170,56,9,102,112,388,.440,.363,.803,12.5,4.0,1.9,1.7,decolna01
100,Dewayne Dedmon,2017,2017,1,76,1330,161,259,0,0,65,93,129,496,44,37,61,61,180,387,.622,,.699,17.5,5.1,6.5,0.6,dedmode01
101,Vinny Del Negro,1993,1998,6,433,12565,1953,4052,205,558,733,885,162,1150,1566,352,35,495,903,4844,.482,.367,.828,29.0,11.2,2.7,3.6,delnevi01
102,Dell Demps,1996,1996,1,16,87,19,33,1,2,14,17,2,9,8,3,1,12,10,53,.576,.500,.824,5.4,3.3,0.6,0.5,dempsde01
103,Justin Dentmon,2012,2012,1,2,19,2,6,0,4,0,0,0,1,1,1,0,1,2,4,.333,.000,,9.5,2.0,0.5,0.5,dentmju01
104,DeMar DeRozan,2019,2021,3,206,7060,1643,3282,35,154,1134,1332,138,1096,1277,212,71,482,485,4455,.501,.227,.851,34.3,21.6,5.3,6.2,derozde01
105,Derrick Dial,2000,2001,2,41,302,53,129,5,22,15,26,26,64,26,5,7,18,32,126,.411,.227,.577,7.4,3.1,1.6,0.6,dialde01
106,Boris Diaw,2012,2016,5,331,7459,1014,1995,162,441,248,334,299,1246,858,172,109,456,587,2438,.508,.367,.743,22.5,7.4,3.8,2.6,diawbo01
107,Gorgui Dieng,2021,2023,2,47,539,74,172,28,97,30,37,39,149,72,13,16,42,75,206,.430,.289,.811,11.5,4.4,3.2,1.5,dienggo01
108,Coby Dietrick,1973,1983,8,569,11849,1623,3473,3,14,608,815,907,2835,1285,480,386,710,1742,3857,.467,,.746,20.8,6.8,5.0,2.3,dietrco01
109,Byron Dinkins,1991,1991,1,10,144,13,33,0,0,8,9,0,11,19,2,0,13,12,34,.394,,.889,14.4,3.4,1.1,1.9,dinkiby01
110,Ike Diogu,2012,2012,1,2,14,0,2,0,0,2,2,0,1,0,0,0,1,1,2,.000,,1.000,7.0,1.0,0.5,0.0,dioguik01
111,Kevin Duckworth,1987,1987,1,14,122,18,45,0,0,9,14,13,31,6,5,3,4,27,45,.400,,.643,8.7,3.2,2.2,0.4,duckwke01
112,Tim Duncan,1998,2016,19,1392,47368,10285,20334,30,168,5896,8468,3859,15091,4225,1025,3020,3381,3304,26496,.506,.179,.696,34.0,19.0,10.8,3.0,duncati01
113,Mike Dunleavy,1983,1983,1,79,1619,213,510,67,194,120,154,18,134,437,74,4,160,210,613,.418,.345,.779,20.5,7.8,1.7,5.5,dunlemi01
114,Jim Eakins,1978,1978,1,16,251,30,52,,,29,34,17,46,17,3,10,24,46,89,.577,,.853,15.7,5.6,2.9,1.1,eakinji01
115,Keith Edmonson,1984,1984,1,40,521,135,274,0,0,76,101,40,70,27,22,6,45,67,346,.493,,.752,13.0,8.7,1.8,0.7,edmonke01
116,Howard Eisley,1995,1995,1,15,56,3,17,1,5,0,0,2,6,18,0,1,8,3,7,.176,.200,,3.7,0.5,0.4,1.2,eisleho01
117,Mario Elie,1999,2000,2,126,3508,351,788,114,293,229,268,84,386,282,119,21,191,247,1045,.445,.389,.854,27.8,8.3,3.1,2.2,eliema01
118,Sean Elliott,1990,2001,11,669,22093,3492,7499,563,1485,2112,2643,751,2941,1700,522,257,1199,1452,9659,.466,.379,.799,33.0,14.4,4.4,2.5,elliose01
119,Dale Ellis,1993,1994,2,159,5321,1023,2059,250,629,240,304,151,567,187,144,29,186,320,2536,.497,.397,.789,33.5,15.9,3.6,1.2,ellisda01
120,Francisco Elson,2007,2008,2,111,1866,206,430,0,2,82,104,114,471,71,40,73,116,246,494,.479,.000,.788,16.8,4.5,4.2,0.6,elsonfr01
121,Melvin Ely,2007,2007,1,6,65,6,20,0,0,7,12,3,14,4,4,2,5,12,19,.300,,.583,10.8,3.2,2.3,0.7,elyme01
122,Drew Eubanks,2019,2022,4,148,1735,258,457,4,11,167,224,172,556,114,38,101,120,197,687,.565,.364,.746,11.7,4.6,3.8,0.8,eubandr01
123,Mike Evans,1980,1980,1,79,1246,208,464,12,42,58,85,29,107,230,60,9,128,194,486,.448,.286,.682,15.8,6.2,1.4,2.9,evansmi01
124,Desmon Farmer,2009,2009,1,3,54,4,14,3,12,2,2,0,6,2,0,0,4,6,13,.286,.250,1.000,18.0,4.3,2.0,0.7,farmede01
125,Jamie Feick,1997,1997,1,38,614,54,153,4,13,34,65,81,211,26,16,13,31,75,146,.353,.308,.523,16.2,3.8,5.6,0.7,feickja01
126,Danny Ferry,2001,2003,3,194,3088,298,676,134,315,66,79,90,388,140,51,39,99,294,796,.441,.425,.835,15.9,4.1,2.0,0.7,ferryda01
127,Michael Finley,2006,2010,5,347,8796,1212,2905,490,1282,309,364,123,1032,471,141,54,238,360,3223,.417,.382,.849,25.3,9.3,3.0,1.4,finlemi01
128,Sleepy Floyd,1994,1994,1,53,737,70,209,8,36,52,78,10,70,101,12,8,61,71,200,.335,.222,.667,13.9,3.8,1.3,1.9,floydsl01
129,Bryn Forbes,2017,2022,5,301,6350,976,2264,493,1226,241,295,48,561,427,124,9,218,442,2686,.431,.402,.817,21.1,8.9,1.9,1.4,forbebr01
130,T.J. Ford,2012,2012,1,14,191,19,43,2,8,11,14,3,18,45,9,2,23,23,51,.442,.250,.786,13.6,3.6,1.3,3.2,fordtj01
131,Bill Franklin,1975,1976,2,34,274,44,107,0,1,24,39,51,111,15,6,5,23,53,112,.411,.000,.615,8.1,3.3,3.3,0.4,frankwi01
132,Ron Franz,1973,1973,1,37,511,88,174,1,3,99,135,35,105,42,,,49,66,276,.506,.333,.733,13.8,7.5,2.8,1.1,franzro01
133,Donnie Freeman,1971,1975,3,191,6371,1472,3155,2,13,974,1198,289,577,662,65,15,401,460,3920,.467,.154,.813,33.4,20.5,3.0,3.5,freemdo01
134,Mike Gale,1976,1981,6,414,10702,1399,2994,6,33,495,601,240,1093,1878,803,170,626,921,3299,.467,,.824,25.9,8.0,2.6,4.5,galemi01
135,Alex Garcia,2004,2004,1,2,13,1,7,0,0,1,2,0,0,0,2,0,1,0,3,.143,,.500,6.5,1.5,0.0,0.0,garcial01
136,Tom Garrick,1992,1992,1,19,374,44,93,0,1,10,16,8,41,63,21,1,30,33,98,.473,.000,.625,19.7,5.2,2.2,3.3,garrito01
137,Pau Gasol,2017,2019,3,168,3769,631,1319,104,234,315,431,258,1247,438,53,163,203,259,1681,.478,.444,.731,22.4,10.0,7.4,2.6,gasolpa01
138,Rudy Gay,2018,2021,4,256,5892,1159,2507,291,800,434,530,242,1426,457,180,145,345,475,3043,.462,.364,.819,23.0,11.9,5.6,1.8,gayru01
139,Andrew Gaze,1999,1999,1,19,58,8,25,5,16,0,0,2,5,6,2,1,4,7,21,.320,.313,,3.1,1.1,0.3,0.3,gazean01
140,Reggie Geary,1998,1998,1,62,685,56,169,12,40,28,56,19,67,74,37,12,42,95,152,.331,.300,.500,11.0,2.5,1.1,1.2,gearyre01
141,Alonzo Gee,2011,2011,1,5,18,1,3,0,0,0,0,2,3,0,0,2,3,3,2,.333,,,3.6,0.4,0.6,0.0,geeal01
142,Gus Gerard,1981,1981,1,11,129,22,60,0,1,8,11,17,38,9,7,3,8,17,52,.367,.000,.727,11.7,4.7,3.5,0.8,gerargu01
143,George Gervin,1974,1985,12,899,31115,9201,18111,104,356,5096,6054,1596,4841,2523,1159,938,2506,2802,23602,.508,,.842,34.6,26.3,5.4,2.8,gervige01
144,Artis Gilmore,1983,1987,5,380,12387,2208,3562,0,12,1711,2370,1094,3671,579,194,700,1008,1282,6127,.620,.000,.722,32.6,16.1,9.7,1.5,gilmoar01
145,Manu Ginóbili,2003,2018,16,1057,26859,4584,10262,1495,4055,3380,4089,685,3697,4001,1392,319,2116,2212,14043,.447,.369,.827,25.4,13.3,3.5,3.8,ginobma01
146,Dion Glover,2005,2005,1,7,68,8,22,1,8,8,10,3,11,4,3,3,2,9,25,.364,.125,.800,9.7,3.6,1.6,0.6,glovedi01
147,Anthony Goldwire,2003,2003,1,10,51,5,18,2,8,0,2,0,3,3,3,0,2,5,12,.278,.250,.000,5.1,1.2,0.3,0.3,goldwan01
148,Drew Gooden,2009,2009,1,19,320,71,145,0,1,45,57,28,83,3,4,4,16,39,187,.490,.000,.789,16.8,9.8,4.4,0.2,goodedr01
149,Devonte' Graham,2023,2023,1,20,527,76,200,53,148,54,72,7,50,80,15,6,26,31,259,.380,.358,.750,26.4,13.0,2.5,4.0,grahade01
150,Devin Gray,1997,1997,1,3,24,5,15,0,0,0,1,3,5,0,1,0,5,8,10,.333,,.000,8.0,3.3,1.7,0.0,grayde01
151,Danny Green,2011,2018,8,520,13438,1669,3989,959,2421,418,512,292,1835,866,530,450,560,891,4715,.418,.396,.816,25.8,9.1,3.5,1.7,greenda02
152,JaMychal Green,2015,2015,1,4,25,4,7,0,2,0,0,3,6,0,0,2,2,6,8,.571,.000,,6.3,2.0,1.5,0.0,greenja01
153,Mike Green,1978,1979,2,139,2773,430,904,,,187,255,239,658,182,61,209,172,397,1047,.476,,.733,19.9,7.5,4.7,1.3,greenmi01
154,Sidney Green,1991,1993,3,161,2428,344,777,0,3,175,209,208,726,107,66,27,163,341,863,.443,.000,.837,15.1,5.4,4.5,0.7,greensi02
155,Dave Greenwood,1986,1991,5,293,7663,875,1787,3,11,619,801,652,2073,531,200,173,474,884,2372,.490,.273,.773,26.2,8.1,7.1,1.8,greenda01
156,Paul Griffin,1980,1983,4,240,5157,431,820,0,0,421,606,444,1254,639,211,124,371,733,1283,.526,,.695,21.5,5.3,5.2,2.7,griffpa01
157,Pétur Guðmundsson,1988,1989,2,74,1087,148,305,0,1,120,149,98,339,91,19,62,111,212,416,.485,.000,.805,14.7,5.6,4.6,1.2,gudmupe01
158,Cliff Hagan,1968,1970,3,94,2343,511,1031,0,5,401,497,47,439,404,,,294,277,1423,.496,.000,.807,24.9,15.1,4.7,4.3,hagancl01
159,Tom Hagan,1970,1971,2,69,882,135,317,19,57,65,90,41,112,131,,,68,118,354,.426,.333,.722,12.8,5.1,1.6,1.9,haganto01
160,Malik Hairston,2009,2010,2,62,472,64,125,2,12,19,37,24,77,29,10,16,23,48,149,.512,.167,.514,7.6,2.4,1.2,0.5,hairsma01
161,Marcus Haislip,2010,2010,1,10,44,10,21,3,5,2,5,4,10,0,0,2,3,5,25,.476,.600,.400,4.4,2.5,1.0,0.0,haislma01
162,Jack Haley,1994,1995,2,59,211,47,109,0,1,38,53,14,51,3,3,5,23,49,132,.431,.000,.717,3.6,2.2,0.9,0.1,haleyja01
163,Shaler Halimon,1972,1973,2,84,1125,182,443,1,9,85,123,74,210,121,,,89,142,450,.411,.111,.691,13.4,5.4,2.5,1.4,halimsh01
164,Jordan Hall,2023,2023,1,9,83,9,28,3,15,7,9,3,12,11,1,0,7,6,28,.321,.200,.778,9.2,3.1,1.3,1.2,halljo02
165,Joe Hamilton,1971,1974,4,292,8297,1415,3461,216,694,735,907,210,810,1092,51,1,473,820,3781,.409,.311,.810,28.4,12.9,2.8,3.7,hamiljo01
166,Darrin Hancock,1997,1997,1,1,8,1,2,0,0,2,2,0,0,1,0,0,0,2,4,.500,,1.000,8.0,4.0,0.0,1.0,hancoda01
167,Jason Hart,2002,2004,2,63,752,81,178,2,11,39,49,14,92,93,35,6,37,75,203,.455,.182,.796,11.9,3.2,1.5,1.5,hartja01
168,Steve Hayes,1982,1982,1,9,75,8,18,0,0,7,12,7,17,4,1,2,2,17,23,.444,,.583,8.3,2.6,1.9,0.4,hayesst01
169,Shane Heal,2004,2004,1,6,72,7,24,4,18,4,5,1,4,5,1,0,5,2,22,.292,.222,.800,12.0,3.7,0.7,0.8,healsh01
170,Juancho Hernangómez,2022,2022,1,5,51,2,6,0,3,3,4,4,15,3,1,1,2,0,7,.333,.000,.750,10.2,1.4,3.0,0.6,hernaju01
171,Carl Herrera,1996,1998,3,177,2746,373,865,2,8,104,179,172,512,88,90,73,162,349,852,.431,.250,.581,15.5,4.8,2.9,0.5,herreca01
172,Rod Higgins,1986,1986,1,11,128,18,40,0,2,11,16,5,24,12,2,3,5,21,47,.450,.000,.688,11.6,4.3,2.2,1.1,higgiro01
173,Sean Higgins,1991,1992,2,56,500,101,227,3,20,35,40,20,71,39,10,1,53,59,240,.445,.150,.875,8.9,4.3,1.3,0.7,higgise01
174,Wayne Hightower,1971,1971,1,33,1220,172,421,0,2,134,182,116,328,90,,,61,97,478,.409,.000,.736,37.0,14.5,9.9,2.7,hightwa01
175,George Hill,2009,2011,3,231,5694,790,1743,176,465,530,653,96,562,555,180,68,274,525,2286,.453,.378,.812,24.6,9.9,2.4,2.4,hillge01
176,Simmie Hill,1972,1974,2,130,2682,393,873,4,24,174,226,186,578,156,13,16,188,379,964,.450,.167,.770,20.6,7.4,4.4,1.2,hillsi01
177,Darrun Hilliard,2018,2018,1,14,95,5,19,0,6,6,7,0,7,11,2,0,4,7,16,.263,.000,.857,6.8,1.1,0.5,0.8,hillida01
178,Dennis Holman,1968,1968,1,46,554,55,153,4,9,62,103,,78,73,,,40,85,176,.359,.444,.602,12.0,3.8,1.7,1.6,holmade01
179,Carroll Hooser,1968,1968,1,56,720,128,297,1,1,59,83,,216,29,,,49,139,316,.431,1.000,.711,12.9,5.6,3.9,0.5,hooseca01
180,Robert Horry,2004,2008,5,332,5575,538,1385,213,609,255,376,378,1120,384,224,220,231,578,1544,.388,.350,.678,16.8,4.7,3.4,1.2,horryro01
181,Stephen Howard,1997,1997,1,7,69,7,12,0,0,12,14,4,9,1,8,2,5,7,26,.583,,.857,9.9,3.7,1.3,0.1,howarst01
182,Alfredrick Hughes,1986,1986,1,68,866,152,372,3,17,49,84,49,113,61,26,5,63,79,356,.409,.176,.583,12.7,5.2,1.7,0.9,hugheri01
183,Marc Iavaroni,1985,1986,2,99,1847,224,486,0,6,124,189,126,407,166,53,46,154,302,572,.461,.000,.656,18.7,5.8,4.1,1.7,iavarma01
184,Cedric Jackson,2010,2010,1,3,25,2,7,0,2,3,4,1,4,6,3,2,2,2,7,.286,.000,.750,8.3,2.3,1.3,2.0,jacksce01
185,Jaren Jackson,1998,2001,4,226,4892,568,1466,280,768,159,210,111,502,330,160,24,210,455,1575,.387,.365,.757,21.6,7.0,2.2,1.5,jacksja01
