,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,-9999
235,Kyle Lowry,2009,2012,4,218,6332,816,1948,253,719,630,774,230,847,1212,256,55,442,570,2515,.419,.352,.814,29.0,11.5,3.9,5.6,lowryky01
236,John Lucas,1977,1990,5,325,9680,1480,3316,92,299,704,903,179,792,2358,469,37,549,643,3756,.446,,.780,29.8,11.6,2.4,7.3,lucasjo01
237,John Lucas III,2006,2007,2,60,490,76,192,17,68,15,19,11,41,45,22,0,22,44,184,.396,.250,.789,8.2,3.1,0.7,0.8,lucasjo02
238,Tyronn Lue,2005,2005,1,21,479,48,122,15,45,14,18,0,40,58,8,0,24,48,125,.393,.333,.778,22.8,6.0,1.9,2.8,luety01
239,Scott Machado,2013,2013,1,6,21,3,6,0,1,2,2,0,1,6,2,0,8,0,8,.500,.000,1.000,3.5,1.3,0.2,1.0,machasc01
240,Sam Mack,1996,1999,3,108,2278,307,721,146,388,97,116,45,246,169,66,18,83,183,857,.426,.376,.836,21.1,7.9,2.3,1.6,macksa01
241,Tito Maddox,2003,2003,1,9,35,3,12,0,3,5,8,1,7,5,3,1,3,4,11,.250,.000,.625,3.9,1.2,0.8,0.6,maddoti01
242,Moses Malone,1977,1982,6,464,17780,4047,7879,1,15,3024,4108,3009,6959,697,433,758,1448,1317,11119,.514,,.736,38.3,24.0,15.0,1.5,malonmo01
243,Matt Maloney,1997,1999,3,175,4789,515,1229,281,742,146,182,37,312,543,148,6,243,231,1457,.419,.379,.802,27.4,8.3,1.8,3.1,malonma01
244,Jack Marin,1973,1974,2,128,4121,834,1777,,,330,390,29,605,412,23,8,,367,1998,.469,,.846,32.2,15.6,4.7,3.2,marinja01
245,Boban Marjanović,2023,2023,1,31,171,41,60,0,1,20,27,20,60,9,5,2,14,10,102,.683,.000,.741,5.5,3.3,1.9,0.3,marjabo01
246,Kenyon Martin Jr.,2021,2023,3,206,5016,851,1561,163,480,289,429,279,991,272,105,111,189,349,2154,.545,.340,.674,24.3,10.5,4.8,1.3,martike04
247,Kevin Martin,2010,2012,3,144,4726,929,2158,285,784,925,1033,50,434,362,131,20,311,270,3068,.430,.364,.895,32.8,21.3,3.0,2.5,martike02
248,Tony Massenburg,2000,2000,1,10,109,16,36,0,0,14,16,7,27,3,2,5,9,13,46,.444,,.875,10.9,4.6,2.7,0.3,masseto01
249,Garrison Mathews,2022,2023,2,110,2314,244,631,192,541,184,225,42,252,87,80,28,59,224,864,.387,.355,.818,21.0,7.9,2.3,0.8,mathega01
250,Cedric Maxwell,1987,1988,2,117,1684,183,359,0,3,236,306,146,363,135,35,17,102,151,602,.510,.000,.771,14.4,5.1,3.1,1.2,maxwece01
251,Vernon Maxwell,1990,1995,6,402,13299,2183,5395,730,2241,906,1242,182,1182,1730,559,89,883,872,6002,.405,.326,.729,33.1,14.9,2.9,4.3,maxweve01
252,Luc Mbah a Moute,2018,2020,2,64,1589,168,350,63,175,66,97,23,188,55,74,25,69,100,465,.480,.360,.680,24.8,7.3,2.9,0.9,mbahalu01
253,Tim McCormick,1989,1990,2,99,1373,179,380,0,4,97,148,95,288,57,21,25,78,217,455,.471,.000,.655,13.9,4.6,2.9,0.6,mccorti01
254,Paul McCracken,1973,1974,2,28,318,45,93,,,23,39,1,57,19,0,0,,35,113,.484,,.590,11.4,4.0,2.0,0.7,mccrapa01
255,Rodney McCray,1984,1988,5,405,13517,1940,3720,1,26,1178,1544,955,2718,1521,338,291,780,955,5059,.522,.038,.763,33.4,12.5,6.7,3.8,mccraro01
256,K.J. McDaniels,2015,2017,3,76,480,65,155,16,55,34,42,23,77,16,14,16,28,59,180,.419,.291,.810,6.3,2.4,1.0,0.2,mcdankj01
257,Hank McDowell,1985,1986,2,56,336,44,84,0,2,24,35,19,71,15,4,8,18,47,112,.524,.000,.686,6.0,2.0,1.3,0.3,mcdowha01
258,Jon McGlocklin,1968,1968,1,65,1876,316,757,,,156,180,,199,178,,,,117,788,.417,,.867,28.9,12.1,3.1,2.7,mcglojo01
259,Tracy McGrady,2005,2010,6,303,11133,2506,5962,472,1464,1404,1905,235,1667,1699,396,176,764,522,6888,.420,.322,.737,36.7,22.7,5.5,5.6,mcgratr01
260,Stan McKenzie,1973,1974,2,37,299,42,107,,,22,29,3,50,21,3,0,,45,106,.393,,.759,8.1,2.9,1.4,0.6,mckenst01
261,Ben McLemore,2020,2021,2,103,2156,322,769,236,618,73,99,32,223,86,65,19,78,206,953,.419,.382,.737,20.9,9.3,2.2,0.8,mclembe01
262,McCoy McLemore,1972,1972,1,17,147,19,43,,,9,12,,39,10,,,,15,47,.442,,.750,8.6,2.8,2.3,0.6,mclemmc01
263,Eric McWilliams,1973,1973,1,44,245,34,98,,,18,37,,60,5,,,,46,86,.347,,.486,5.6,2.0,1.4,0.1,mcwiler01
264,Cliff Meely,1972,1976,5,298,6190,1101,2636,,,392,584,170,1658,389,83,102,,899,2594,.418,,.671,20.8,8.7,5.6,1.3,meelycl01
265,Pops Mensah-Bonsu,2010,2010,1,4,13,1,4,0,0,3,6,1,4,1,1,1,0,3,5,.250,,.500,3.3,1.3,1.0,0.3,mensapo01
266,Joe Meriweather,1976,1976,1,81,2042,338,684,,,154,239,163,516,82,36,120,,219,830,.494,,.644,25.2,10.2,6.4,1.0,meriwjo01
267,Larry Micheaux,1985,1985,1,39,394,74,122,0,3,17,26,44,99,17,12,14,28,49,165,.607,.000,.654,10.1,4.2,2.5,0.4,michela01
268,Anthony Miller,1999,2001,3,65,728,80,157,0,1,40,73,75,231,23,18,15,28,103,200,.510,.000,.548,11.2,3.1,3.6,0.4,millean01
269,Brad Miller,2011,2011,1,60,1015,132,296,40,107,78,94,44,222,145,28,21,54,98,382,.446,.374,.830,16.9,6.4,3.7,2.4,millebr01
270,Yao Ming,2003,2011,8,486,15818,3380,6445,2,10,2485,2984,1233,4494,769,189,920,1311,1596,9247,.524,.200,.833,32.5,19.0,9.2,1.6,mingya01
271,Dirk Minniefield,1987,1987,1,63,1478,205,440,11,34,61,86,28,130,335,66,6,145,166,482,.466,.324,.709,23.5,7.7,2.1,5.3,minnidi01
272,Cuttino Mobley,1999,2004,6,436,16343,2654,6141,672,1807,1468,1750,337,1761,1177,526,187,956,991,7448,.432,.372,.839,37.5,17.1,4.0,2.7,moblecu01
273,Larry Moffett,1978,1978,1,20,110,5,17,,,6,10,10,21,7,2,2,8,16,16,.294,,.600,5.5,0.8,1.1,0.4,moffela01
274,Paul Mokeski,1980,1980,1,12,113,11,33,0,0,7,9,14,29,2,1,6,10,24,29,.333,,.778,9.4,2.4,2.4,0.2,mokespa01
275,Otto Moore,1973,1974,2,95,3025,450,928,,,131,219,20,952,185,10,18,,276,1031,.485,,.598,31.8,10.9,10.0,1.9,mooreot01
276,Tracy Moore,1996,1997,2,35,427,63,161,24,73,40,50,21,48,26,7,0,22,35,190,.391,.329,.800,12.2,5.4,1.4,0.7,mooretr01
277,Marcus Morris,2012,2013,2,71,1280,187,454,76,211,55,83,68,235,50,29,18,57,132,505,.412,.360,.663,18.0,7.1,3.3,0.7,morrima03
278,Terence Morris,2002,2003,2,117,1742,193,465,22,110,29,42,117,339,89,29,44,74,107,437,.415,.200,.690,14.9,3.7,2.9,0.8,morrite01
279,Donatas Motiejūnas,2013,2016,4,214,4074,671,1414,110,357,224,366,270,848,236,100,70,253,477,1676,.475,.308,.612,19.0,7.8,4.0,1.1,motiedo01
280,Calvin Murphy,1971,1983,13,1002,30607,7247,15030,10,72,3445,3864,499,2103,4402,1165,51,822,3250,17949,.482,,.892,30.5,17.9,2.1,4.4,murphca01
281,Tracy Murray,1995,1995,1,25,203,32,80,19,45,5,8,2,22,5,7,3,15,31,88,.400,.422,.625,8.1,3.5,0.9,0.2,murratr01
282,Dikembe Mutombo,2005,2009,5,267,4171,291,558,0,0,273,375,494,1452,32,66,293,147,485,855,.522,,.728,15.6,3.2,5.4,0.1,mutomdi01
283,Boštjan Nachbar,2003,2005,3,75,797,73,206,35,94,35,51,15,111,42,17,16,34,115,216,.354,.372,.686,10.6,2.9,1.5,0.6,nachbbo01
284,Chuck Nevitt,1983,1990,3,52,301,40,79,0,0,12,20,23,84,4,6,42,31,68,92,.506,,.600,5.8,1.8,1.6,0.1,nevitch01
285,Mike Newlin,1972,1979,8,604,17646,3191,6917,,,2098,2428,344,1920,2581,467,42,295,1916,8480,.461,,.864,29.2,14.0,3.2,4.3,newlimi01
286,Daishen Nix,2022,2023,2,81,1175,108,304,47,166,40,66,25,131,172,46,7,112,80,303,.355,.283,.606,14.5,3.7,1.6,2.1,nixda01
287,Moochie Norris,2000,2006,7,341,6461,694,1701,92,325,446,593,182,739,1058,259,14,427,367,1926,.408,.283,.752,18.9,5.6,2.2,3.1,norrimo01
288,Steve Novak,2007,2008,2,70,455,67,152,47,110,5,6,8,61,12,7,3,8,38,186,.441,.427,.833,6.5,2.7,0.9,0.2,novakst01
289,James Nunnally,2019,2019,1,2,38,3,13,3,12,0,0,0,1,2,0,0,0,6,9,.231,.250,,19.0,4.5,0.5,1.0,nunnaja01
290,David Nwaba,2021,2022,2,76,1288,191,394,32,112,95,135,81,269,66,58,41,38,115,509,.485,.286,.704,16.9,6.7,3.5,0.9,nwabada01
291,Charles Oakley,2004,2004,1,7,25,2,6,0,0,5,6,0,5,2,0,0,1,8,9,.333,,.833,3.6,1.3,0.7,0.3,oaklech01
292,Tim Ohlbrecht,2013,2013,1,3,12,1,3,0,0,1,1,0,1,1,1,0,4,1,3,.333,,1.000,4.0,1.0,0.3,0.3,ohlbrti01
293,Victor Oladipo,2021,2021,1,20,669,155,381,49,153,65,83,8,95,99,24,10,51,45,424,.407,.320,.783,33.5,21.2,4.8,5.0,oladivi01
294,Hakeem Olajuwon,1985,2001,17,1177,42844,10555,20573,25,122,5376,7537,3936,13382,2992,2088,3740,3569,4236,26511,.513,.205,.713,36.4,22.5,11.4,2.5,olajuha01
295,Jawann Oldham,1982,1982,1,22,124,13,36,0,0,8,14,7,24,3,2,10,6,28,34,.361,,.571,5.6,1.5,1.1,0.1,oldhaja01
296,Cameron Oliver,2021,2021,1,4,87,19,33,4,13,1,4,5,21,5,2,4,3,11,43,.576,.308,.250,21.8,10.8,5.3,1.3,oliveca01
297,Kelly Olynyk,2021,2021,1,27,840,175,321,49,125,114,135,43,228,112,39,16,71,84,513,.545,.392,.844,31.1,19.0,8.4,4.1,olynyke01
298,Chinanu Onuaku,2017,2018,2,6,74,7,12,0,0,4,4,3,14,4,3,1,7,10,18,.583,,1.000,12.3,3.0,2.3,0.7,onuakch01
299,Tom Owens,1977,1977,1,46,462,68,135,,,52,76,47,142,18,4,13,,96,188,.504,,.684,10.0,4.1,3.1,0.4,owensto01
300,Scott Padgett,2004,2007,3,148,1687,187,449,86,220,59,83,104,369,86,49,26,60,225,519,.416,.391,.711,11.4,3.5,2.5,0.6,padgesc01
301,Kostas Papanikolaou,2015,2015,1,43,795,69,197,31,106,13,18,39,118,85,29,13,55,71,182,.350,.292,.722,18.5,4.2,2.7,2.0,papanko01
302,Chandler Parsons,2012,2014,3,213,7345,1170,2475,342,924,320,454,238,1113,701,236,90,372,458,3002,.473,.370,.705,34.5,14.1,5.2,3.3,parsoch01
303,Patrick Patterson,2011,2013,3,163,3570,610,1233,35,101,107,148,271,707,145,62,100,122,280,1362,.495,.347,.723,21.9,8.4,4.3,0.9,pattepa01
304,Justin Patton,2021,2021,1,13,247,29,70,9,34,3,4,14,49,14,12,14,4,34,70,.414,.265,.750,19.0,5.4,3.8,1.1,pattoju01
305,Chris Paul,2018,2019,2,116,3704,669,1518,271,734,378,424,73,578,930,210,32,280,287,1987,.441,.369,.892,31.9,17.1,5.0,8.0,paulch01
306,Billy Paultz,1980,1983,4,240,4141,578,1235,0,3,178,357,311,1003,273,77,145,232,462,1334,.468,.000,.499,17.3,5.6,4.2,1.1,paultbi01
307,Curtis Perry,1971,1972,2,43,455,59,163,,,23,44,,152,27,,,,69,141,.362,,.523,10.6,3.3,3.5,0.6,perrycu01
308,Jim Petersen,1985,1988,4,293,6574,901,1798,1,13,429,588,515,1536,347,131,228,426,827,2232,.501,.077,.730,22.4,7.6,5.2,1.2,peterji01
309,Richard Petruška,1994,1994,1,22,92,20,46,7,15,6,8,9,31,1,2,3,15,15,53,.435,.467,.750,4.2,2.4,1.4,0.0,petruri01
310,Eric Piatkowski,2004,2004,1,49,703,72,191,43,122,14,16,10,73,26,16,5,29,42,201,.377,.352,.875,14.3,4.1,1.5,0.5,piatker01
311,Scottie Pippen,1999,1999,1,50,2011,261,604,72,212,132,183,63,323,293,98,37,159,118,726,.432,.340,.721,40.2,14.5,6.5,5.9,pippesc01
312,Kevin Porter Jr.,2021,2023,3,146,4766,882,2059,346,959,400,551,139,680,878,170,47,471,373,2510,.428,.361,.726,32.6,17.2,4.7,6.0,porteke02
313,James Posey,2003,2003,1,58,1646,188,428,46,141,119,144,52,281,106,77,9,78,134,541,.439,.326,.826,28.4,9.3,4.8,1.8,poseyja01
314,Josh Powell,2014,2014,1,1,19,2,6,0,0,0,0,0,5,0,0,1,1,1,4,.333,,,19.0,4.0,5.0,0.0,poweljo01
315,Brent Price,1997,1999,3,137,2528,272,622,136,352,144,180,65,214,370,102,5,208,287,824,.437,.386,.800,18.5,6.0,1.6,2.7,pricebr01
316,Pablo Prigioni,2015,2015,1,24,402,23,67,14,51,13,15,12,39,67,27,0,15,35,73,.343,.275,.867,16.8,3.0,1.6,2.8,prigipa01
317,Zhou Qi,2018,2019,2,19,125,7,33,2,19,8,12,6,22,2,2,14,10,14,24,.212,.105,.667,6.6,1.3,1.2,0.1,qizh01
318,Tim Quarterman,2018,2018,1,3,13,1,3,0,2,2,2,0,3,1,0,0,2,1,4,.333,.000,1.000,4.3,1.3,1.0,0.3,quartti01
319,Trevelin Queen,2022,2022,1,10,74,15,33,9,24,4,4,7,16,4,5,1,7,6,43,.455,.375,1.000,7.4,4.3,1.6,0.4,queentr01
320,Ed Ratleff,1974,1978,5,338,8433,1160,2554,,,493,614,465,1363,896,430,143,67,801,2813,.454,,.803,24.9,8.3,4.0,2.7,ratleed01
321,Eldridge Recasner,1996,1996,1,63,1275,149,359,81,191,57,66,31,144,170,23,5,61,111,436,.415,.424,.864,20.2,6.9,2.3,2.7,recasel01
322,Robert Reid,1978,1988,10,762,21718,3747,8031,76,270,1253,1710,1049,3706,2253,881,364,1165,2502,8823,.467,,.733,28.5,11.6,4.9,3.0,reidro01
323,Cameron Reynolds,2021,2021,1,2,34,5,16,3,12,0,0,2,5,2,0,0,0,2,13,.313,.250,,17.0,6.5,2.5,1.0,reynoca01
324,Rodrick Rhodes,1998,1999,2,61,1103,114,313,2,8,116,186,30,74,111,63,10,102,130,346,.364,.250,.624,18.1,5.7,1.2,1.8,rhodero01
325,Glen Rice,2002,2003,2,82,2138,261,624,119,318,87,113,33,201,96,35,8,79,133,728,.418,.374,.770,26.1,8.9,2.5,1.2,ricegl01
326,Eric Riley,1994,1994,1,47,219,34,70,0,1,20,37,24,59,9,5,9,15,30,88,.486,.000,.541,4.7,1.9,1.3,0.2,rileyer01
327,Pat Riley,1968,1970,3,172,2764,527,1338,,,258,391,,346,359,,,,419,1312,.394,,.660,16.1,7.6,2.0,2.1,rileypa01
328,Ron Riley,1974,1976,3,178,3048,368,895,,,119,167,263,805,234,103,65,,402,855,.411,,.713,17.1,4.8,4.5,1.3,rileyro01
329,Austin Rivers,2019,2020,2,115,2939,367,879,167,491,103,160,42,266,222,78,23,82,264,1004,.418,.340,.644,25.6,8.7,2.3,1.9,riverau01
330,Stanley Roberts,1999,1999,1,6,33,5,13,0,0,4,8,4,11,0,0,1,4,2,14,.385,,.500,5.5,2.3,1.8,0.0,roberst01
331,Larry Robinson,1994,1994,1,6,55,10,20,2,8,3,8,4,10,6,7,0,10,8,25,.500,.250,.375,9.2,4.2,1.7,1.0,robinla01
332,Thomas Robinson,2013,2013,1,19,247,35,78,0,1,16,38,30,77,10,16,5,23,29,86,.449,.000,.421,13.0,4.5,4.1,0.5,robinth01
333,Carlos Rogers,2000,2001,2,92,1645,245,434,1,15,110,189,146,414,51,24,52,80,110,601,.565,.067,.582,17.9,6.5,4.5,0.6,rogerca01
334,Tree Rollins,1992,1993,2,101,944,57,127,0,2,35,42,73,231,25,20,77,27,128,149,.449,.000,.833,9.3,1.5,2.3,0.2,rollitr01
335,Ralph Sampson,1984,1988,5,305,10674,2489,4985,5,34,1012,1532,924,3189,827,307,585,1093,1185,5995,.499,.147,.661,35.0,19.7,10.5,2.7,sampsra01
336,Dennis Schröder,2022,2022,1,15,404,55,140,19,58,34,39,6,50,88,12,3,39,38,163,.393,.328,.872,26.9,10.9,3.3,5.9,schrode01
337,Luis Scola,2008,2012,5,386,11662,2334,4576,1,17,928,1248,818,2984,723,274,124,691,1183,5597,.510,.059,.744,30.2,14.5,7.7,1.9,scolalu01
338,Thabo Sefolosha,2020,2020,1,41,436,37,91,15,54,3,8,21,93,25,24,12,15,43,92,.407,.278,.375,10.6,2.2,2.3,0.6,sefolth01
339,Alperen Şengün,2022,2023,2,147,3660,691,1324,48,174,371,520,380,1071,476,129,138,338,472,1801,.522,.276,.713,24.9,12.3,7.3,3.2,sengual01
340,Purvis Short,1988,1989,2,146,3106,672,1466,14,54,283,329,136,401,269,102,27,188,313,1641,.458,.259,.860,21.3,11.2,2.7,1.8,shortpu01
341,John Shumate,1980,1980,1,29,332,34,64,0,0,33,44,25,79,23,8,9,27,39,101,.531,,.750,11.4,3.5,2.7,0.8,shumajo01
342,Iman Shumpert,2019,2019,1,20,382,34,98,21,71,2,4,8,54,21,12,4,12,35,91,.347,.296,.500,19.1,4.6,2.7,1.1,shumpim01
343,Alexey Shved,2015,2015,1,9,59,8,24,4,12,9,11,1,4,3,1,0,5,2,29,.333,.333,.818,6.6,3.2,0.4,0.3,shvedal01
344,Larry Siegfried,1971,1972,2,63,1896,164,424,,,142,167,,217,366,,,,167,470,.387,,.850,30.1,7.5,3.4,5.8,siegfla01
345,Bingo Smith,1970,1970,1,75,1198,242,567,,,66,96,,328,75,,,,119,550,.427,,.688,16.0,7.3,4.4,1.0,smithbi02
346,Greg Smith,1972,1973,2,58,1560,217,489,,,70,110,,330,164,,,,175,504,.444,,.636,26.9,8.7,5.7,2.8,smithgr01
347,Greg Smith,2012,2014,3,89,1279,195,313,0,1,83,135,127,368,26,21,47,47,209,473,.623,.000,.615,14.4,5.3,4.1,0.3,smithgr02
348,Ish Smith,2011,2011,1,28,329,32,83,3,8,7,10,6,42,64,13,2,26,26,74,.386,.375,.700,11.8,2.6,1.5,2.3,smithis01
349,Jabari Smith Jr.,2023,2023,1,79,2451,364,892,120,391,162,206,122,569,101,43,74,104,227,1010,.408,.307,.786,31.0,12.8,7.2,1.3,smithja05
350,Josh Smith,2015,2016,2,78,1825,319,765,86,276,87,169,118,395,193,66,81,170,202,811,.417,.312,.515,23.4,10.4,5.1,2.5,smithjo03
351,Kenny Smith,1991,1996,6,468,13712,2170,4425,521,1280,1049,1224,170,889,2457,467,42,976,699,5910,.490,.407,.857,29.3,12.6,1.9,5.3,smithke01
352,Larry Smith,1990,1992,3,200,4023,279,568,0,3,36,116,589,1417,190,160,57,207,589,594,.491,.000,.310,20.1,3.0,7.1,1.0,smithla01
353,Kirk Snyder,2007,2008,2,48,644,79,174,13,53,55,86,22,95,47,12,13,30,57,226,.454,.245,.640,13.4,4.7,2.0,1.0,snydeki01
354,Ray Spalding,2021,2021,1,2,19,2,4,0,1,0,2,2,4,0,0,2,3,3,4,.500,.000,.000,9.5,2.0,2.0,0.0,spaldra01
355,Vassilis Spanoulis,2007,2007,1,31,272,23,72,5,29,34,42,5,22,28,7,1,29,33,85,.319,.172,.810,8.8,2.7,0.7,0.9,spanova01
356,Larry Spriggs,1982,1982,1,4,37,7,11,0,0,0,2,2,6,4,2,0,4,7,14,.636,,.000,9.3,3.5,1.5,1.0,sprigla01
357,Joe Stephens,1997,1998,2,9,46,11,33,4,13,4,6,5,9,1,5,0,5,5,30,.333,.308,.667,5.1,3.3,1.0,0.1,stephjo01
358,Rod Strickland,2005,2005,1,16,196,9,43,1,2,9,10,3,27,39,3,2,16,15,28,.209,.500,.900,12.3,1.8,1.7,2.4,stricro02
359,John Stroud,1981,1981,1,9,88,11,34,0,0,3,4,7,13,9,1,0,4,7,25,.324,,.750,9.8,2.8,1.4,1.0,stroujo01
360,Bob Sura,2005,2005,1,61,1922,215,504,55,155,141,188,79,337,317,65,7,147,168,626,.427,.355,.750,31.5,10.3,5.5,5.2,surabo01
361,Stromile Swift,2006,2006,1,66,1344,225,458,0,2,136,209,103,291,25,38,50,91,198,586,.491,.000,.651,20.4,8.9,4.4,0.4,swiftst01
362,Žan Tabak,1995,1995,1,37,182,24,53,0,1,27,44,23,57,4,2,7,18,37,75,.453,.000,.614,4.9,2.0,1.5,0.1,tabakza01
363,Jae'Sean Tate,2021,2023,3,179,4776,789,1583,136,443,282,400,308,912,484,178,84,284,614,1996,.498,.307,.705,26.7,11.2,5.1,2.7,tateja01
364,Isaiah Taylor,2017,2017,1,4,52,1,7,0,2,1,2,1,3,3,1,1,0,6,3,.143,.000,.500,13.0,0.8,0.8,0.8,taylois01
365,Jeff Taylor,1983,1983,1,44,774,64,160,0,1,30,46,25,78,110,40,15,60,82,158,.400,.000,.652,17.6,3.6,1.8,2.5,tayloje01
366,Jermaine Taylor,2010,2011,2,39,380,61,151,7,27,38,52,22,55,18,12,5,25,19,167,.404,.259,.731,9.7,4.3,1.4,0.5,tayloje02
367,Maurice Taylor,2001,2005,4,249,6335,1115,2389,3,16,386,534,376,1164,330,109,119,437,735,2619,.467,.188,.723,25.4,10.5,4.7,1.3,tayloma01
368,Terry Teagle,1983,1993,3,143,2349,482,1098,17,56,125,171,102,275,215,66,22,200,253,1106,.439,.304,.731,16.4,7.7,1.9,1.5,teaglte01
369,Garrett Temple,2010,2010,1,9,118,13,29,3,12,16,24,2,14,7,4,4,14,16,45,.448,.250,.667,13.1,5.0,1.6,0.8,templga01
370,Jason Terry,2015,2016,2,149,2899,339,822,219,584,66,81,29,200,250,113,28,123,207,963,.412,.375,.815,19.5,6.5,1.3,1.7,terryja01
371,Hasheem Thabeet,2011,2012,2,7,27,3,4,0,0,0,0,1,7,0,0,3,0,8,6,.750,,,3.9,0.9,1.0,0.0,thabeha01
372,Daniel Theis,2022,2022,1,26,584,84,179,23,79,27,40,32,130,20,11,17,31,62,218,.469,.291,.675,22.5,8.4,5.0,0.8,theisda01
373,Brodric Thomas,2021,2021,1,4,24,2,7,1,6,5,7,1,4,4,1,1,4,5,10,.286,.167,.714,6.0,2.5,1.0,1.0,thomabr01
374,Kenny Thomas,2000,2003,4,238,6687,896,2015,57,230,485,716,472,1507,366,195,137,411,589,2334,.445,.248,.677,28.1,9.8,6.3,1.5,thomake01
375,Khyri Thomas,2021,2021,1,5,153,32,66,9,27,9,9,7,18,25,9,6,6,8,82,.485,.333,1.000,30.6,16.4,3.6,5.0,thomakh01
376,Bernard Thompson,1989,1989,1,23,222,20,59,0,2,22,26,9,28,13,13,1,19,33,62,.339,.000,.846,9.7,2.7,1.2,0.6,thompbe01
377,Marcus Thornton,2016,2016,1,47,885,174,435,73,216,51,58,31,115,66,34,3,40,73,472,.400,.338,.879,18.8,10.0,2.4,1.4,thornma01
378,Otis Thorpe,1989,1995,7,518,18631,3215,5747,3,33,1744,2604,1705,5010,1338,404,178,1320,1703,8177,.559,.091,.670,36.0,15.8,9.7,2.6,thorpot01
379,Sedale Threatt,1997,1997,1,21,334,28,74,8,20,6,8,5,24,40,15,3,13,29,70,.378,.400,.750,15.9,3.3,1.1,1.9,threase01
380,Rudy Tomjanovich,1971,1981,11,768,25714,5630,11240,34,130,2089,2666,1173,6198,1573,374,175,332,1937,13383,.501,,.784,33.5,17.4,8.1,2.0,tomjaru01
381,Óscar Torres,2002,2002,1,65,1075,135,341,37,126,82,105,47,122,40,25,9,49,64,389,.396,.294,.781,16.5,6.0,1.9,0.6,torreos01
382,John Trapp,1969,1971,3,177,3247,536,1280,,,233,321,,868,192,,,,575,1305,.419,,.726,18.3,7.4,4.9,1.1,trappjo01
383,Jake Tsakalidis,2007,2007,1,13,132,9,22,0,0,12,15,18,40,3,1,1,3,17,30,.409,,.800,10.2,2.3,3.1,0.2,tsakaja01
384,P.J. Tucker,2018,2021,4,268,8509,604,1521,395,1082,141,190,359,1560,333,316,119,242,777,1744,.397,.365,.742,31.8,6.5,5.8,1.2,tuckepj01
385,Andre Turner,1988,1988,1,12,99,12,34,1,7,10,14,4,8,23,7,1,12,13,35,.353,.143,.714,8.3,2.9,0.7,1.9,turnean01
386,John Turner,1992,1992,1,42,345,43,98,0,0,31,59,38,78,12,6,4,32,40,117,.439,,.525,8.2,2.8,1.9,0.3,turnejo01
387,John Vallely,1972,1972,1,40,256,49,128,,,17,25,,21,28,,,,37,115,.383,,.680,6.4,2.9,0.5,0.7,vallejo01
388,Von Wafer,2009,2009,1,63,1225,229,512,64,164,88,117,19,113,71,40,8,59,71,610,.447,.390,.752,19.4,9.7,1.8,1.1,wafervo01
389,Granville Waiters,1986,1986,1,43,156,13,39,0,1,1,6,15,28,8,4,10,11,30,27,.333,.000,.167,3.6,0.6,0.7,0.2,waitegr01
390,Jimmy Walker,1973,1974,2,84,3117,612,1313,,,244,277,0,270,446,0,0,,211,1468,.466,,.881,37.1,17.5,3.2,5.3,walkeji01
391,Wally Walker,1983,1984,2,140,2863,480,1047,3,10,78,134,163,465,254,54,26,177,267,1041,.458,.300,.582,20.5,7.4,3.3,1.8,walkewa01
392,John Wall,2021,2021,1,40,1288,293,726,79,249,158,211,17,129,275,42,31,141,46,823,.404,.317,.749,32.2,20.6,3.2,6.9,walljo01
393,Charlie Ward,2005,2005,1,14,360,24,77,16,51,11,13,6,39,43,15,0,18,22,75,.312,.314,.846,25.7,5.4,2.8,3.1,wardch01
394,Jim Ware,1968,1968,1,30,228,25,97,,,23,34,,77,7,,,,28,73,.258,,.676,7.6,2.4,2.6,0.2,wareji01
395,TyTy Washington Jr.,2023,2023,1,31,433,58,160,19,80,10,18,2,45,47,15,2,14,29,145,.363,.238,.556,14.0,4.7,1.5,1.5,washity02
396,Slick Watts,1979,1979,1,61,1046,92,227,,,41,67,35,103,243,73,14,71,143,225,.405,,.612,17.1,3.7,1.7,4.0,wattssl01
397,Clarence Weatherspoon,2004,2005,2,77,1177,133,285,0,1,64,88,95,276,34,31,19,41,130,330,.467,.000,.727,15.3,4.3,3.6,0.4,weathcl01
398,Briante Weber,2018,2018,1,13,118,9,22,4,9,4,4,3,18,13,10,3,7,18,26,.409,.444,1.000,9.1,2.0,1.4,1.0,weberbr01
399,Bonzi Wells,2007,2008,2,79,1714,260,619,9,45,157,256,89,380,111,75,37,133,175,686,.420,.200,.613,21.7,8.7,4.8,1.4,wellsbo01
400,Owen Wells,1975,1975,1,33,214,42,100,,,15,22,12,35,22,9,3,,38,99,.420,,.682,6.5,3.0,1.1,0.7,wellsow01
401,David Wesley,2005,2006,2,125,4212,427,1059,189,506,246,300,50,321,360,120,14,179,362,1289,.403,.374,.820,33.7,10.3,2.6,2.9,wesleda01
402,Russell Westbrook,2020,2020,1,57,2049,604,1281,55,213,290,380,100,451,401,93,20,255,200,1553,.472,.258,.763,35.9,27.2,7.9,7.0,westbru01
