,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,-9999
403,James White,2009,2009,1,4,11,3,5,1,2,0,0,0,0,1,1,1,3,2,7,.600,.500,,2.8,1.8,0.0,0.3,whiteja02
404,Rudy White,1976,1980,4,108,977,133,317,0,0,57,81,34,109,92,43,6,30,103,323,.420,,.704,9.0,3.0,1.0,0.9,whiteru01
405,Mitchell Wiggins,1985,1990,4,258,5413,1109,2349,7,43,423,551,404,813,400,271,22,289,597,2648,.472,.163,.768,21.0,10.3,3.2,1.6,wiggimi01
406,Mike Wilks,2004,2004,1,26,145,17,36,6,10,10,12,3,16,17,3,0,7,15,50,.472,.600,.833,5.6,1.9,0.6,0.7,wilksmi01
407,Art Williams,1968,1970,3,238,5271,681,1774,,,306,432,,942,1418,,,,610,1668,.384,,.708,22.1,7.0,4.0,6.0,williar01
408,Bernie Williams,1970,1971,2,128,1936,363,979,,,164,203,,240,278,,,,200,890,.371,,.808,15.1,7.0,1.9,2.2,willibe01
409,Justin Williams,2008,2008,1,1,6,1,3,0,0,1,4,1,1,0,0,0,1,3,3,.333,,.250,6.0,3.0,1.0,0.0,williju01
410,Lou Williams,2017,2017,1,23,591,102,264,41,129,98,113,12,70,56,15,9,40,25,343,.386,.318,.867,25.7,14.9,3.0,2.4,willilo02
411,Terrence Williams,2011,2012,2,23,265,34,99,10,29,15,23,3,43,17,8,1,18,20,93,.343,.345,.652,11.5,4.0,1.9,0.7,willite01
412,Troy Williams,2017,2018,2,10,156,24,53,8,26,7,10,10,28,7,4,1,7,20,63,.453,.308,.700,15.6,6.3,2.8,0.7,willitr02
413,Walt Williams,2000,2002,3,196,4559,680,1590,278,692,238,300,137,713,323,97,82,239,449,1876,.428,.402,.793,23.3,9.6,3.6,1.6,williwa02
414,Kevin Willis,1997,2002,3,208,5357,1006,2053,3,22,447,594,483,1539,163,122,93,330,549,2462,.490,.136,.753,25.8,11.8,7.4,0.8,willike02
415,Bill Willoughby,1981,1982,2,124,2620,390,751,3,7,105,141,181,491,139,49,90,152,248,888,.519,.429,.745,21.1,7.2,4.0,1.1,willobi01
416,D.J. Wilson,2021,2021,1,23,328,52,125,20,59,16,23,17,87,20,10,12,18,31,140,.416,.339,.696,14.3,6.1,3.8,0.9,wilsodj01
417,Kyle Wiltjer,2017,2017,1,14,44,4,14,4,13,1,2,4,10,2,3,1,5,4,13,.286,.308,.500,3.1,0.9,0.7,0.1,wiltjky01
418,Kennard Winchester,1991,1993,3,107,964,160,387,12,39,52,67,51,116,38,26,23,45,111,384,.413,.308,.776,9.0,3.6,1.1,0.4,winchke01
419,Dave Wohl,1974,1977,4,165,2933,337,769,,,154,201,40,190,576,144,11,,378,828,.438,,.766,17.8,5.0,1.2,3.5,wohlda01
420,Christian Wood,2021,2022,2,109,3420,769,1518,208,542,332,530,186,1081,226,88,113,206,259,2078,.507,.384,.626,31.4,19.1,9.9,2.1,woodch01
421,David Wood,1991,1991,1,82,1421,148,349,28,90,108,133,107,246,94,58,16,89,236,432,.424,.311,.812,17.3,5.3,3.0,1.1,woodda01
422,Loren Woods,2008,2008,1,7,17,3,5,0,0,0,0,0,1,2,0,0,0,2,6,.600,,,2.4,0.9,0.1,0.3,woodslo01
423,Mike Woodson,1989,1991,3,153,3356,591,1395,44,136,267,335,78,293,282,136,33,192,306,1493,.424,.324,.797,21.9,9.8,1.9,1.8,woodsmi01
424,Metta World Peace,2009,2009,1,69,2452,416,1037,153,383,196,262,65,359,229,105,24,140,155,1181,.401,.399,.748,35.5,17.1,5.2,3.3,artesro01
425,Brandan Wright,2018,2018,1,1,15,2,3,0,0,0,0,1,2,0,0,1,0,3,4,.667,,,15.0,4.0,2.0,0.0,wrighbr03
