,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,-9999
112,Sherman Douglas,1999,1999,1,30,842,96,219,0,11,55,87,16,58,124,27,3,61,54,247,.438,.000,.632,28.1,8.2,1.9,4.1,douglsh01
113,Chris Douglas-Roberts,2015,2015,1,12,103,5,21,1,7,8,8,1,12,4,1,0,0,14,19,.238,.143,1.000,8.6,1.6,1.0,0.3,douglch01
114,Larry Drew,1987,1988,2,134,3590,623,1403,38,162,222,274,47,222,709,125,2,303,221,1506,.444,.235,.810,26.8,11.2,1.7,5.3,drewla01
115,Predrag Drobnjak,2004,2004,1,61,949,149,379,11,36,73,86,54,196,39,22,24,48,85,382,.393,.306,.849,15.6,6.3,3.2,0.6,drobnpr01
116,Kevin Duckworth,1997,1997,1,26,384,45,103,3,4,11,16,23,60,16,9,11,33,63,104,.437,.750,.688,14.8,4.0,2.3,0.6,duckwke01
117,Jared Dudley,2014,2014,1,74,1729,196,447,81,225,38,58,36,160,104,41,10,56,146,511,.438,.360,.655,23.4,6.9,2.2,1.4,dudleja01
118,Franklin Edwards,1985,1986,2,89,1689,298,643,1,9,151,175,27,100,297,106,4,154,97,748,.463,.111,.863,19.0,8.4,1.1,3.3,edwarfr01
119,James Edwards,1992,1992,1,72,1437,250,538,0,1,198,271,55,202,53,24,33,72,236,698,.465,.000,.731,20.0,9.7,2.8,0.7,edwarja01
120,Jay Edwards,1990,1990,1,4,26,3,7,0,2,1,3,1,2,4,1,0,1,4,7,.429,.000,.333,6.5,1.8,0.5,1.0,edwarja02
121,Howard Eisley,2006,2006,1,13,112,4,17,1,4,0,0,1,14,25,3,0,3,11,9,.235,.250,,8.6,0.7,1.1,1.9,eisleho01
122,Obinna Ekezie,2002,2002,1,29,152,13,39,0,0,28,40,12,34,3,2,6,10,16,54,.333,,.700,5.2,1.9,1.2,0.1,ekeziob01
123,Harold Ellis,1994,1995,2,118,1579,250,481,1,17,175,266,150,241,71,140,14,92,199,676,.520,.059,.658,13.4,5.7,2.0,0.6,ellisha01
124,LeRon Ellis,1992,1992,1,29,103,17,50,0,0,9,19,12,24,1,6,9,11,11,43,.340,,.474,3.6,1.5,0.8,0.0,ellisle02
125,Melvin Ely,2003,2004,2,94,1312,158,339,0,1,77,116,112,275,37,19,49,70,163,393,.466,.000,.664,14.0,4.2,2.9,0.4,elyme01
126,James Ennis III,2022,2022,1,2,28,7,11,2,4,4,4,2,5,0,1,1,1,4,20,.636,.500,1.000,14.0,10.0,2.5,0.0,ennisja01
127,Jawun Evans,2018,2018,1,48,778,89,253,15,54,38,49,9,84,100,36,6,44,97,231,.352,.278,.776,16.2,4.8,1.8,2.1,evansja01
128,Reggie Evans,2012,2012,1,56,771,34,72,0,0,36,71,100,271,17,31,6,44,118,104,.472,,.507,13.8,1.9,4.8,0.3,evansre01
129,Daniel Ewing,2006,2007,2,127,1683,162,416,36,122,71,91,32,158,174,69,10,107,148,431,.389,.295,.780,13.3,3.4,1.2,1.4,ewingda01
130,Jordan Farmar,2015,2015,1,36,529,61,158,35,97,10,11,8,42,67,20,5,32,52,167,.386,.361,.909,14.7,4.6,1.2,1.9,farmajo01
131,Nick Fazekas,2008,2008,1,22,260,44,77,0,2,15,22,33,86,11,8,11,13,25,103,.571,.000,.682,11.8,4.7,3.9,0.5,fazekni01
132,Raymond Felton,2017,2017,1,80,1700,221,514,46,144,50,64,33,218,191,66,22,83,125,538,.430,.319,.781,21.3,6.7,2.7,2.4,feltora01
133,Yogi Ferrell,2021,2021,1,8,96,12,36,6,19,7,7,2,12,17,4,2,0,7,37,.333,.316,1.000,12.0,4.6,1.5,2.1,ferreyo01
134,Kenny Fields,1987,1988,2,51,1015,169,380,3,12,92,115,76,175,70,36,13,71,137,433,.445,.250,.800,19.9,8.5,3.4,1.4,fieldke01
135,Matt Fish,1995,1995,1,26,370,49,103,0,1,25,37,32,84,17,16,7,28,70,123,.476,.000,.676,14.2,4.7,3.2,0.7,fishma01
136,Malik Fitts,2021,2021,1,3,11,1,3,1,2,0,0,0,3,0,0,0,0,3,3,.333,.500,,3.7,1.0,1.0,0.0,fittsma01
137,Courtney Fortson,2012,2012,1,4,46,5,12,1,4,6,9,4,8,5,0,0,5,3,17,.417,.250,.667,11.5,4.3,2.0,1.3,fortsco01
138,Fred Foster,1977,1977,1,59,689,99,247,,,30,44,33,76,48,16,0,,92,228,.401,,.682,11.7,3.9,1.3,0.8,fostefr01
139,Tremaine Fowlkes,2002,2003,2,59,916,81,192,2,9,74,90,73,167,40,36,3,33,102,238,.422,.222,.822,15.5,4.0,2.8,0.7,fowlktr01
140,Harold Fox,1973,1973,1,10,84,12,32,,,7,8,,8,10,,,,7,31,.375,,.875,8.4,3.1,0.8,1.0,foxha01
141,Randy Foye,2011,2012,2,128,3233,462,1175,198,546,206,234,38,241,316,93,45,168,252,1328,.393,.363,.880,25.3,10.4,1.9,2.5,foyera01
142,Richie Frahm,2008,2008,1,10,163,20,54,7,25,0,2,4,14,8,2,0,6,7,47,.370,.280,.000,16.3,4.7,1.4,0.8,frahmri01
143,World B. Free,1979,1980,2,146,5539,1532,3209,9,25,1226,1625,256,539,623,192,67,525,448,4299,.477,,.754,37.9,29.4,3.7,4.3,freewo01
144,Wenyen Gabriel,2022,2022,1,6,46,5,13,2,5,2,4,5,14,2,1,2,3,11,14,.385,.400,.500,7.7,2.3,2.3,0.3,gabriwe01
145,Danilo Gallinari,2018,2019,2,89,2730,511,1140,197,483,448,493,63,518,219,61,33,125,159,1667,.448,.408,.909,30.7,18.7,5.8,2.5,gallida01
146,Winston Garland,1990,1991,2,97,2573,343,804,15,52,167,216,66,301,463,127,15,193,264,868,.427,.288,.773,26.5,8.9,3.1,4.8,garlawi01
147,Dick Garrett,1971,1973,3,226,6085,1039,2450,,,450,518,,729,646,,,,732,2528,.424,,.869,26.9,11.2,3.2,2.9,garredi01
148,Tom Garrick,1989,1991,3,211,4169,484,1016,4,56,250,320,111,445,755,230,18,299,393,1222,.476,.071,.781,19.8,5.8,2.1,3.6,garrito01
149,Jim Garvin,1974,1974,1,6,11,1,4,,,0,0,1,5,0,0,0,,1,2,.250,,,1.8,0.3,0.8,0.0,garviji01
150,Paul George,2020,2023,4,189,6256,1515,3375,577,1480,771,887,126,1186,929,280,77,606,478,4378,.449,.390,.869,33.1,23.2,6.3,4.9,georgpa01
151,Gus Gerard,1977,1978,2,51,677,116,284,,,51,76,57,131,52,25,35,7,104,283,.408,,.671,13.3,5.5,2.6,1.0,gerargu01
152,John Gianelli,1977,1977,1,57,1283,171,397,,,55,77,94,297,57,21,70,,117,397,.431,,.714,22.5,7.0,5.2,1.0,gianejo01
153,Dick Gibbs,1976,1976,1,72,866,129,301,,,77,93,42,106,49,16,14,,133,335,.429,,.828,12.0,4.7,1.5,0.7,gibbsdi01
154,Shai Gilgeous-Alexander,2019,2019,1,82,2174,341,716,51,139,156,195,57,232,270,96,45,141,175,889,.476,.367,.800,26.5,10.8,2.8,3.3,gilgesh01
155,Herm Gilliam,1971,1971,1,80,2082,378,896,,,142,189,,334,291,,,,246,898,.422,,.751,26.0,11.2,4.2,3.6,gillihe01
156,Mike Glenn,1978,1978,1,56,947,195,370,,,51,65,14,79,78,35,5,50,98,441,.527,,.785,16.9,7.9,1.4,1.4,glennmi01
157,Anthony Goldwire,2006,2006,1,3,22,1,7,0,2,0,0,0,1,2,0,0,1,0,2,.143,.000,,7.3,0.7,0.3,0.7,goldwan01
158,Ryan Gomes,2011,2012,2,108,2520,238,600,76,240,69,96,75,315,130,78,12,70,193,621,.397,.317,.719,23.3,5.8,2.9,1.2,gomesry01
159,Grant Gondrezick,1989,1989,1,27,244,38,95,3,11,26,40,15,36,34,13,1,17,36,105,.400,.273,.650,9.0,3.9,1.3,1.3,gondrgr01
160,Drew Gooden,2010,2010,1,24,725,131,266,0,2,93,101,84,226,21,15,8,52,65,355,.492,.000,.921,30.2,14.8,9.4,0.9,goodedr01
